,artist_name,track_name,track_id,popularity,num_artists,release_month,release_weekday,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_len,artist_len
1700,Junior H,No He Cambiado,6JE175YPwLsqOsiCwg1OX5,64,1,5,5,0.824,0.661,5,-5.165,0,0.0297,0.769,0.000639,0.0799,0.825,105.01,174200,3,14,8
1701,James Arthur,Breathe,5hrbuCjGxws7txUEr8XDgb,69,1,10,5,0.74,0.452,5,-8.828,1,0.0654,0.67,0.0,0.118,0.636,115.064,199067,4,7,12
1702,Train,Mai Tais (feat. Skylar Grey),58e08QJdz9zs7AY2KiiHBt,65,2,11,5,0.6,0.701,11,-6.035,1,0.0606,0.139,1.21e-06,0.12,0.723,163.975,224813,4,28,5
1703,Lizzo,Exactly How I Feel (feat. Gucci Mane),1IOST4IzZK644vqdEFkPzg,66,2,5,5,0.872,0.718,6,-3.238,0,0.229,0.114,0.0,0.333,0.833,112.981,143191,4,37,5
1704,Jonas Brothers,"Greenlight - From ""Songland""",5HgbcQFIHjNcn46w8ORwhu,65,1,6,2,0.741,0.546,5,-9.122,0,0.0713,0.0369,0.0,0.0733,0.689,141.978,180400,4,28,14
1705,Mark Ronson,Then There Were Two,3HOwzZCW4jgwls1nX215Ie,67,3,11,1,0.657,0.771,0,-4.268,1,0.254,0.265,0.0,0.103,0.793,164.749,152001,4,19,11
1706,King Princess,Ain't Together,4aGvs7y4hQIbGss7zmEXKf,69,1,10,5,0.714,0.658,0,-5.497,1,0.0315,0.267,0.0,0.176,0.766,81.553,202280,4,14,13
1707,Labrinth,Oblivion (feat. Sia),0J5cJXCqptEd74mqEMfrdE,64,2,11,5,0.644,0.425,1,-7.381,0,0.0509,0.558,0.0,0.0774,0.308,75.498,253733,4,20,8
1708,Lil Tjay,Brothers,0h7tCzQmg4g506wqqufDDo,65,1,10,5,0.528,0.42,2,-10.187,0,0.206,0.695,0.0,0.141,0.57,85.176,210080,5,8,8
1709,Nina Nesbitt,The Best You Had,3i0VfLdOUCks9DmAht65XI,70,1,2,5,0.69,0.582,5,-6.259,0,0.0333,0.358,0.0,0.0776,0.448,122.02,176853,4,16,12
1710,White $osa,Hit The Scene,7n7x5KGKbUdPHRsO6M6mWY,64,2,2,5,0.76,0.588,8,-6.305,0,0.388,0.102,0.0,0.0796,0.676,140.053,179644,4,13,10
1711,Natti Natasha,Me Gusta - Remix,17G9G5tBsdzmKmoHIh00sX,73,2,5,3,0.853,0.766,1,-3.527,0,0.0401,0.0247,3.4e-06,0.272,0.835,96.01,197013,4,16,13
1712,Iggy Azalea,Started,5t0VcwyjDPOWIdylULdfxk,70,1,5,5,0.861,0.693,11,-6.052,0,0.313,0.082,0.0,0.07,0.772,165.036,186605,4,7,11
1713,Ave Air,Revealing The Unreal,2zJmgxEcBUKtrfjfCn1UMM,68,1,3,5,0.18,0.0311,2,-24.427,0,0.0402,0.982,0.875,0.0987,0.0353,119.501,212895,4,20,7
1714,Pink Sweat$,Body Aint Me,1oC5ANNzvukx2IyVKkrjZj,63,1,3,4,0.492,0.173,11,-11.24,0,0.0406,0.896,0.0,0.109,0.336,125.058,162261,4,12,11
1715,Tom Walker,Better Half of Me,114xcQz8sZ6fxRBTZmgmNE,76,1,10,5,0.576,0.453,3,-4.4,1,0.0294,0.814,0.0,0.267,0.418,107.89,195452,4,17,10
1716,Lil Pump,Be Like Me (feat. Lil Wayne),6flur5o18COKeafnjLHRiJ,70,2,2,5,0.948,0.396,5,-8.08,0,0.173,0.00335,0.0,0.192,0.593,104.006,240000,4,28,8
1717,Lady Antebellum,Ocean,5G6Nf4Ytk3dzxnhfP2AhKR,63,1,11,5,0.58,0.36,6,-7.93,1,0.0303,0.841,6.15e-06,0.129,0.302,99.194,210113,4,5,15
1718,Pedro Caceres,Sueño tranquilo,7vCDAK4DJNr1GHYEG3Ylyp,68,1,3,2,0.239,0.0237,7,-22.072,1,0.0403,0.983,0.95,0.107,0.0698,140.616,182241,5,15,13
1719,iann dior,what is real,61StVXD7XDEeVBBdnvmFfM,66,1,7,3,0.626,0.769,1,-4.48,1,0.0343,0.224,0.0,0.116,0.446,93.483,134819,4,12,9
1720,Noah Cyrus,fuckyounoah (feat. London On Da Track),5E4MuyRYuqkv7qOsw9XCP3,69,2,10,4,0.744,0.509,8,-9.261,0,0.0584,0.0764,0.0,0.16,0.769,138.916,129053,4,38,10
1721,DJ Snake,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",5w8wL9IpVlOerzOzOvkjvG,69,5,7,4,0.785,0.726,2,-4.209,1,0.0387,0.0739,4.01e-06,0.316,0.181,119.963,248053,4,59,8
1722,Pi’erre Bourne,Poof,4k95J448xydiVtD4PXMvpY,66,1,6,5,0.804,0.506,0,-8.413,0,0.261,0.0506,1.26e-06,0.134,0.611,81.451,183108,4,4,14
1723,Kevin Gates,Fly Again,6fkdKC64M7sVKLHo0pLTmg,63,1,9,5,0.747,0.769,1,-5.283,1,0.287,0.291,6.93e-05,0.319,0.729,143.037,246713,4,9,11
1724,A R I Z O N A,Freaking Out,5P4OS6niKRV6zsdPKPcnRM,66,1,10,5,0.663,0.68,6,-6.607,1,0.0501,0.118,0.00603,0.102,0.384,125.055,200312,4,12,13
1725,Yorokobi,Clouds,6IjGXmSzA9uTQViwu9NO0r,67,1,3,4,0.204,0.229,2,-22.247,1,0.0501,0.955,0.823,0.0763,0.115,63.657,141875,4,6,8
1726,Kevin Gates,Say It Twice,4VNyQmN75H5CAy9u2gNEqN,63,1,9,5,0.779,0.767,3,-5.837,1,0.1,0.191,2.62e-06,0.301,0.842,142.935,161184,4,12,11
1727,Piso 21,Una Vida Para Recordar,7pxL0DzPpCjjcdfQccvnus,82,2,7,5,0.703,0.776,7,-3.075,1,0.2,0.0746,0.0,0.123,0.483,182.136,215087,4,22,7
1728,Lil Tecca,The Score,4ndxiJH8MkwIvPpRn8DVJA,66,1,8,5,0.579,0.476,5,-9.84,0,0.422,0.414,0.0,0.133,0.301,89.532,128720,4,9,9
1729,YBN Cordae,Locationships,2nOrEg4ZHuR0cFQHeV8RnI,65,1,1,1,0.715,0.482,5,-9.381,0,0.445,0.231,0.0,0.143,0.686,136.297,182520,4,13,10
1730,Konata Small,Ruckus,4RWpsZUfHdfCVX1KgpQgWU,71,2,10,5,0.63,0.962,2,-1.692,1,0.36,0.176,0.0,0.137,0.464,130.11,180933,4,6,12
1731,Tate McRae,tear myself apart,57m2Kve0xnAgYVAPxMLKHS,70,1,8,3,0.478,0.504,9,-6.91,0,0.0305,0.162,0.0,0.119,0.309,86.048,168547,4,17,10
1732,iann dior,pouring,0TUaamDhcVNoQg7yoCYb47,66,1,8,5,0.568,0.656,9,-8.751,1,0.0495,0.00334,0.0,0.254,0.203,174.853,112457,4,7,9
1733,NOTD,Keep You Mine,0OJN2A3Qyvd7pwSF0AIteC,73,2,8,5,0.81,0.788,10,-3.663,1,0.0447,0.267,0.000172,0.196,0.845,135.991,174761,4,13,4
1734,Hitmaka,"Thot Box (Remix) [feat. Young MA, Dreezy, Mulatto, DreamDoll, Chinese Kitty]",1XhNV4snLHYwZVeaUoT0R3,66,6,11,5,0.844,0.715,10,-6.427,0,0.303,0.429,0.0,0.0923,0.418,104.95,181109,4,76,7
1735,Calibre 50,Simplemente Gracias,5TVpVYcU47B23onx6llnvv,74,1,5,2,0.749,0.59,3,-6.039,1,0.0309,0.692,1.44e-06,0.108,0.741,129.985,203480,4,19,10
1736,Rich The Kid,Save That,20QsjZcPfLlW9OidT7RphJ,67,1,3,5,0.874,0.666,11,-5.116,0,0.205,0.0314,1.6e-06,0.0865,0.639,95.986,150072,4,9,12
1737,Rod Wave,Brace Face,5N3jIzZRPB89dE6n6JeSd8,63,1,11,5,0.58,0.711,10,-4.722,1,0.0441,0.251,0.0,0.0383,0.604,85.943,161933,4,10,8
1738,Lil Mosey,Rockstars,4toEi45GXGN8A0nph7qanp,67,1,11,5,0.67,0.555,7,-8.081,1,0.0391,0.143,0.0,0.602,0.492,159.963,114173,4,9,9
1739,Chris Brown,Girl Of My Dreams,5I9JpRapHDULuFxOqkjP5m,68,1,6,5,0.39,0.472,10,-6.154,1,0.0357,0.0388,0.0,0.111,0.163,119.548,202000,4,17,11
1740,Leven Kali,Do U Wrong (feat. Syd),7qFhAfUbytgPIVz4TYb3hT,67,2,5,5,0.729,0.458,11,-8.681,1,0.124,0.194,7.57e-05,0.0961,0.317,78.995,280267,4,22,10
1741,Foster The People,Imagination,2flxduIqEbsicdmPyj1WVW,74,1,6,5,0.744,0.642,2,-4.6,0,0.031,0.115,3.95e-05,0.279,0.63,94.988,256267,4,11,17
1742,Jacquees,"Verify (feat. Young Thug, Gunna)",1aWu9UgVzG5EKeFCP49Spj,67,3,11,5,0.525,0.629,1,-4.707,1,0.106,0.0316,0.0,0.0768,0.284,84.699,163480,4,32,8
1743,Mahogany Lox,Take Your Man,1CF5kzz5XDBAL24wtVyyTJ,72,1,10,5,0.934,0.658,0,-8.052,1,0.108,0.411,0.000738,0.0809,0.344,110.015,117363,4,13,12
1744,24kGoldn,DROPPED OUTTA COLLEGE,7tVTYf17rcDEGrr6qHZNqc,62,1,11,3,0.911,0.378,0,-7.822,1,0.411,0.0116,1.53e-06,0.15,0.19,120.044,127613,4,21,8
1745,Naturally Recurring,Stage Three,1PEbZAKVXlrABYuzZpBypd,67,1,2,1,0.158,0.0529,1,-30.9,0,0.0529,0.733,0.967,0.0842,0.0399,133.652,219498,4,11,19
1746,Khalid,Saturday Nights REMIX,0W5oXFrxZNBTIS1eMW9Ofz,67,2,1,5,0.569,0.414,10,-8.901,1,0.0758,0.633,0.0,0.0916,0.35,168.029,211103,4,21,6
1747,Drax Project,Catching Feelings (feat. SIX60),0gCNs3jCCDhObAK0MRghtv,68,2,9,5,0.397,0.524,3,-5.846,1,0.103,0.607,0.0,0.157,0.343,175.562,218854,4,31,12
1748,Tejal Yann,Cosmos,211l6gKeErP58kN2gvzuQZ,68,1,4,2,0.157,0.151,4,-24.236,1,0.0424,0.992,0.969,0.17,0.0379,62.781,271285,4,6,10
1749,Bea Miller,THAT BITCH,77o1HdXHm1hLd7Ebe9ygd0,68,1,11,5,0.778,0.738,2,-2.164,1,0.218,0.0103,0.0,0.55,0.626,162.132,201102,4,10,10
1750,Meghan Trainor,Workin' On It,4JV1uisNtkANI5qsIv0k7n,69,3,10,4,0.631,0.466,1,-7.916,0,0.0463,0.482,0.0,0.213,0.321,135.817,181291,4,13,14
1751,Ed Sheeran,I Don't Want Your Money (feat. H.E.R.),3FHXUqaUer9o231Je1zxIN,72,2,7,5,0.469,0.631,8,-6.569,0,0.0853,0.314,0.0,0.14,0.763,91.418,204507,4,38,10
1752,GASHI,My Year,1N8moY6H0eThviK71VhTzY,68,2,9,5,0.84,0.811,11,-3.243,0,0.0498,0.213,0.0,0.258,0.71,145.025,190345,4,7,5
1753,Hozier,"Wasteland, Baby!",1HYnjKqSSHh1tdl2Hi57zH,64,1,3,5,0.427,0.407,2,-9.665,1,0.0382,0.612,0.386,0.109,0.244,168.844,266467,4,16,6
1754,Melii,HML (feat. A Boogie Wit da Hoodie),0ijkEO0FxiNofOkQc6aNUo,67,2,3,3,0.584,0.711,1,-4.648,0,0.098,0.141,0.0,0.18,0.338,100.257,179185,4,34,5
1755,Oh Wonder,I Wish I Never Met You,4P6Y4uhdy4Z9W9WUdCjt8l,67,1,11,4,0.471,0.496,1,-9.947,1,0.225,0.667,6.67e-05,0.112,0.602,93.999,179081,4,22,9
1756,ILLENIUM,Crashing (feat. Bahari),7egj375ez0KtF3bYCfAHdZ,67,2,1,5,0.582,0.681,5,-6.138,1,0.0458,0.342,0.0,0.186,0.273,95.995,230000,4,23,8
1757,Hobo Johnson,Subaru Crosstrek XV,5bQ1qgqZhpCS9RQCUZaqBO,65,1,9,5,0.826,0.528,8,-8.326,1,0.344,0.0357,0.0,0.605,0.539,99.966,154932,4,19,12
1758,Old Dominion,Some People Do,3ae686rmXIGq7ufDlozcde,64,1,10,5,0.637,0.227,9,-9.459,1,0.0378,0.858,0.0,0.101,0.323,113.108,196267,4,14,12
1759,Mau y Ricky,La Boca,0UQwlF2pRkr1lMN6kNNUj3,82,2,5,5,0.618,0.795,2,-1.8,1,0.113,0.0655,0.0,0.309,0.76,185.901,206279,4,7,11
1760,Chris Brown,Overtime,6hecXwh6EZHcl6rZyJftKQ,70,1,10,5,0.586,0.808,9,-5.061,0,0.0447,0.203,0.0,0.13,0.455,95.979,274987,4,8,11
1761,Cody Carnes,Nothing Else,24gP93dLFid1OYfM1mKmyp,65,1,4,5,0.381,0.161,0,-12.915,1,0.0369,0.84,0.0,0.143,0.356,135.813,393187,4,12,11
1762,Dalex,Bellaquita - Remix,1Xnn1TPyr5h0hpRAT4B4EA,74,6,11,5,0.795,0.715,1,-3.582,1,0.0838,0.141,2.12e-06,0.179,0.758,165.941,304733,4,18,5
1763,Granular,Brown Noise 190 BP,7KbLMsXyRtjKNWx2tmvjRd,67,1,7,7,0.216,0.458,10,-35.655,0,0.0869,0.909,0.945,0.112,0.0409,133.178,177305,3,18,8
1764,Christian Nodal,No Te Contaron Mal,7hbk4BaF66O09R1gq0bKwj,75,1,5,5,0.644,0.568,9,-3.077,0,0.038,0.369,0.0,0.151,0.654,81.409,156520,4,18,15
1765,FKA twigs,home with you,5Y8UUyWfuQ0EAmYLvwwcJL,69,1,11,5,0.294,0.196,0,-12.5,1,0.0558,0.842,3.15e-05,0.105,0.0996,68.853,224947,4,13,9
1766,Bea Miller,FEELS LIKE HOME,0T9un1tCka7l3lwsJmmLLU,67,2,8,5,0.817,0.445,4,-7.21,0,0.103,0.376,0.0,0.107,0.273,97.024,211522,4,15,10
1767,Papithbk,Sad Nibba Hours,2TfoabXa0CbEwcqpxOn9z3,67,1,5,1,0.745,0.664,11,-5.476,0,0.235,0.322,0.0,0.851,0.526,121.083,150703,5,15,8
1768,Clave 520,El Toro de Jalisco,4cpqvZXUBLCL4Na9FuO0Sn,66,1,6,5,0.762,0.722,9,-3.904,1,0.0316,0.545,0.0,0.164,0.979,114.999,136376,3,18,9
1769,Sech,Solita,0tJCo71s7HT9Mu5Z4juuLw,79,3,4,5,0.679,0.831,2,-1.866,1,0.109,0.159,1.1e-06,0.097,0.88,88.792,219520,4,6,4
1770,James TW,Suitcase,6dQ1FEt4FByE6tU0dvQNmr,73,1,4,5,0.691,0.396,0,-8.714,1,0.056,0.257,0.0,0.0854,0.506,86.332,215320,4,8,8
1771,David Guetta,Better When You're Gone,4Tvw0lweq9l2JPQKFbpbBQ,78,3,2,5,0.647,0.795,1,-3.548,0,0.0372,0.0635,0.0,0.188,0.409,127.992,192402,4,23,12
1772,2KBABY,Old Streets,7JVfHOV7ylgOUKaHnPMafs,65,1,6,4,0.689,0.362,2,-12.042,1,0.617,0.509,0.0,0.168,0.6,126.677,105600,5,11,6
1773,Megan Thee Stallion,Realer,3qVNNJ7f9RQeNR4iPIeS0c,64,1,5,5,0.934,0.631,1,-3.834,1,0.317,0.127,0.0,0.0955,0.437,117.064,149704,4,6,19
1774,The Chainsmokers,Do You Mean,3oIqzYcsT5JE61tmiK0BpO,68,3,11,5,0.6,0.666,11,-9.827,1,0.0394,0.102,0.0,0.118,0.566,99.989,193176,4,11,16
1775,bbno$,slop,5X5w66oR8QlDrHDTWrEZeh,69,1,10,5,0.718,0.406,0,-10.511,1,0.318,0.292,0.0,0.091,0.221,174.032,165517,4,4,5
1776,Benette,Lily's Cradle,4UlarjdicLUPbdssOxWbYX,71,1,5,1,0.368,0.00892,10,-29.555,1,0.05,0.99,0.911,0.102,0.287,63.639,161267,3,13,7
1777,ILL1Hunnit,Rebel Flow - Dub,7zqMpOFj0pkIs2o8SF1AyR,62,3,10,1,0.673,0.48,5,-12.631,0,0.485,0.0774,0.426,0.116,0.257,149.801,64039,4,16,10
1778,Cali Y El Dandee,Tequila Sunrise,1sD32hk8V2vR4ME7M0rPT5,77,2,9,5,0.784,0.855,0,-1.924,1,0.0584,0.121,0.0,0.0483,0.707,93.979,234307,4,15,16
1779,Weezer,Africa,3ZPKocroJIcnHGcnJVlLKD,67,1,1,4,0.534,0.784,8,-3.59,1,0.0339,0.205,0.00579,0.106,0.6,92.147,238627,4,6,6
1780,Future,Undefeated (feat. Lil Keed),6FZjiSBSQoj1geAgXjvqez,65,2,7,2,0.855,0.561,2,-5.105,1,0.277,0.00135,0.0,0.187,0.408,157.016,156467,4,27,6
1781,Dalex,Vuelva A Ver - Remix,0GrGfs8ldZRWOrksG5uraH,73,5,5,5,0.704,0.592,9,-5.368,1,0.194,0.644,0.0,0.802,0.386,159.872,267110,4,20,5
1782,Solange,Stay Flo,6GCIYIWUBSLontW6divqsw,68,1,3,5,0.823,0.558,9,-7.119,1,0.0278,0.397,2.03e-05,0.0821,0.674,155.974,175707,4,8,7
1783,10k.Caash,Aloha,0wc23hbQfO6pHyc600wFJq,65,2,5,5,0.861,0.22,1,-13.626,1,0.745,0.416,0.0,0.15,0.551,129.817,87693,4,5,9
1784,Tyga,Girls Have Fun (feat. G-Eazy & Rich The Kid),1NHlyKgtR4roNylOhidKSv,71,3,1,3,0.888,0.74,8,-5.363,1,0.238,0.00586,0.0,0.218,0.664,100.003,175711,4,44,4
1785,Aries,SANTA MONICA,2h3jBh2kDDRSDbwzJqelFx,66,1,4,4,0.708,0.667,4,-5.854,1,0.0356,0.16,0.000683,0.183,0.616,145.976,165034,4,12,5
1786,blink-182,Darkside,39n1y2JqVOPIdfUeLqzgfl,70,1,9,5,0.497,0.923,4,-3.04,1,0.11,0.00627,0.0,0.082,0.545,155.11,180960,4,8,9
1787,Alida Sørby,Kjæreste,5b8dvbC8nIGMmagzqXbaTD,70,1,6,6,0.46,0.018,1,-26.104,1,0.0581,0.996,0.965,0.119,0.344,76.448,143812,3,8,11
1788,TINI,Oye,09nSCeCs6eYfAIJVfye1CE,84,2,10,5,0.683,0.51,7,-7.894,0,0.0646,0.447,0.0,0.175,0.255,95.08,173021,4,3,4
1789,Blake Shelton,Hell Right - Acoustic,3pqnxHbkanx5zZt8Md7KVY,51,1,11,5,0.57,0.631,7,-5.953,1,0.0299,0.372,2.69e-06,0.125,0.392,75.984,207480,4,21,13
1790,Eric Bellinger,Type a Way (feat. Chris Brown & OG Parker),3wtbl8uMml7VgxaDEvGCJ7,68,3,2,5,0.777,0.545,6,-5.009,1,0.0686,0.0429,0.0,0.0751,0.68,75.01,181102,4,42,14
1791,The Outdoor Library,Sounds of Nature: Dripping Rain,247djZ4tbKkV0bPJ0gW5Zk,68,1,10,4,0.198,0.000216,0,-21.767,1,0.101,0.0765,0.948,0.881,0.00612,84.159,138123,4,31,19
1792,Pink Sweat$,I Wanna Be Yours,7fF6u8BlXiA3bJKDuJMKRR,69,2,10,4,0.751,0.781,8,-7.129,1,0.0738,0.0172,0.0,0.315,0.505,140.013,192858,4,16,11
1793,Tyler Childers,Country Squire,1bp2PcwZgR9LwBdoERsOuJ,63,1,8,5,0.508,0.725,9,-7.203,1,0.0398,0.524,2.65e-05,0.479,0.916,166.872,201427,4,14,14
1794,GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",2p37Mfy2PWajgOS3i2aaep,68,3,6,3,0.926,0.68,2,-7.689,1,0.196,0.0471,0.000125,0.119,0.458,114.981,201240,4,45,8
1795,Eric Badanti,Vals De Rodrigues,3I3WY0C7AQMe6Z6hMUQqd5,71,1,9,4,0.438,0.0368,11,-24.304,0,0.0486,0.993,0.944,0.0848,0.126,113.093,161209,4,17,12
1796,Gigolo Y La Exce,Rasta Barbie (Remix),64kNRze29YqCFzFEpQCaHQ,77,5,10,3,0.829,0.676,7,-5.129,1,0.314,0.0417,0.0,0.275,0.646,90.879,288470,4,20,16
1797,Ever So Blue,At Dawn,6sSFbKl9oQ7ToYxBeTQZvw,70,1,7,5,0.622,0.0251,2,-24.907,1,0.056,0.996,0.945,0.0902,0.363,116.364,136000,3,7,12
1798,Lizzo,Heaven Help Me,7oJf7PeBwMP7iFwyqfTfXa,66,1,5,5,0.67,0.725,0,-6.373,1,0.0972,0.0164,0.0,0.353,0.161,117.194,202321,4,14,5
1799,Tyler Childers,House Fire,1RJyToUKkGSEfJjavJHSsF,63,1,8,5,0.519,0.707,5,-8.424,1,0.0272,0.241,0.102,0.267,0.545,93.348,232973,4,10,14
1800,Kiana Ledé,Bouncin (feat. Offset),1YWnrz4pqjtt2zlEOuDIFg,67,2,6,5,0.942,0.557,8,-8.433,1,0.307,0.15,2.97e-05,0.103,0.77,100.986,172493,4,22,10
1801,Stereo Outdoor Sampling,Quiet Rain in River,2dz9Mx1pZKF2OLAPCr3AcC,68,1,10,4,0.166,0.00133,0,-23.291,0,0.215,0.125,0.846,0.233,0.0218,119.669,120083,4,19,23
1802,Evan Michael Brown,Above The Clouds,1qjktDcnb02OCdkbHMxXEp,68,1,4,5,0.185,0.161,0,-15.935,1,0.0357,0.94,0.901,0.0913,0.0666,110.063,190000,4,16,18
1803,Fivio Foreign,Big Drip,6SKdkXUDJjxiCjKYLsg19y,64,1,6,3,0.815,0.638,0,-6.615,1,0.373,0.188,0.0,0.188,0.503,139.981,168359,4,8,13
1804,Arizona Zervas,LM$,2BRQDKhG1axUBEeXKxO1mm,66,1,5,4,0.765,0.635,8,-4.501,0,0.127,0.395,0.0,0.155,0.416,129.934,166267,4,3,14
1805,Flo Milli,In The Party,2JF8KwK1hH7MWxKcFdTlcg,65,1,10,1,0.904,0.564,9,-6.323,1,0.295,0.00944,0.0,0.123,0.418,135.06,137362,4,12,9
1806,Tejal Yann,Divine,49WYvbLAlLn9e663fBmCUl,69,1,4,2,0.176,0.134,10,-23.973,1,0.0405,0.959,0.977,0.0995,0.0546,86.705,289804,4,6,10
1807,Ariana Grande,Got Her Own (with Victoria Monét),3UBE9swDF71ARoV42g6Fcx,70,2,11,5,0.555,0.47,5,-8.496,1,0.18,0.0227,0.00842,0.107,0.241,115.011,161573,4,33,13
1808,Guapdad 4000,Stuck With It (feat. Tory Lanez),2B0AxMqUogPFVVU5smNpTo,65,2,10,5,0.711,0.584,5,-7.648,1,0.0707,0.421,0.0,0.178,0.722,97.972,181455,4,32,12
1809,Blueface,Stop Cappin,16YQkGOiqsATntjuZCq52X,65,1,5,5,0.846,0.58,9,-7.92,0,0.476,0.0185,1.83e-05,0.057,0.553,103.956,161307,4,11,8
1810,Fleetwood Mac,Madison Blues (Version 1) [Live] [Remastered],2CpsUNxIeiC5lYCbk216X7,39,1,11,5,0.579,0.802,4,-5.308,1,0.101,0.468,0.0209,0.971,0.754,123.385,274439,4,45,13
1811,Fleetwood Mac,World in Harmony (Live) [Remastered],7afQS6uD42Jp28VmgEadb8,36,1,11,5,0.481,0.511,7,-10.753,1,0.0396,0.56,0.787,0.706,0.185,91.41,220441,4,36,13
1812,Rod Wave,Paint The Sky Red,5SlW8zZXwitcPKHr8pW51q,63,1,6,5,0.721,0.512,6,-6.579,1,0.147,0.112,0.0,0.0911,0.709,159.875,136072,4,17,8
1813,Louis Tomlinson,Two of Us,3fd5jcZKAzoiivM4ZDwhyU,75,1,3,4,0.614,0.605,0,-5.411,1,0.0321,0.226,0.0,0.124,0.329,127.107,217855,4,9,15
1814,Fleetwood Mac,Something Inside of Me (Live) [Remastered],7kwvMH3rkNmptCsQMIyepS,36,1,11,5,0.551,0.501,4,-5.767,1,0.0459,0.41,0.000874,0.815,0.483,155.055,344862,3,42,13
1815,Steve Mokwebe,It Ends with Us,6RMjZgsE9IcQZqubTzLtDs,69,1,1,3,0.326,0.00891,0,-24.103,1,0.0518,0.986,0.934,0.111,0.299,69.79,130192,4,15,13
1816,Fleetwood Mac,Worried Dream (Live) [Remastered],609zyrS2WWAb1xubeaLu4T,35,1,11,5,0.527,0.183,7,-12.575,0,0.0415,0.421,0.00371,0.963,0.396,136.578,590205,3,33,13
1817,Fleetwood Mac,The Woman That I Love (Live) [Remastered],6RaIYWyLXWdzS4zGCIp6fV,35,1,11,5,0.779,0.696,0,-6.805,1,0.0484,0.272,0.116,0.67,0.904,122.645,291948,4,41,13
1818,Romeo Santos,Canalla,4XEXrp37kZXpQTB2r5vWbS,69,2,4,5,0.878,0.875,11,-1.457,0,0.0453,0.148,0.0,0.145,0.902,130.027,225387,4,7,12
1819,$NOT,Beretta (feat. Wifisfuneral),5Q7mb1K0OF3RkJGy2Zs5fN,65,2,9,5,0.807,0.564,6,-7.938,0,0.319,0.164,0.0,0.0804,0.225,96.004,160731,4,28,4
1820,Fleetwood Mac,Got to Move (Live) [Remastered],5fTXYZRoS5bvuMLckFYBHB,33,1,11,5,0.722,0.351,6,-11.611,1,0.0708,0.85,0.0995,0.949,0.621,119.854,172114,4,31,13
1821,Fleetwood Mac,Lazy Poker Blues (Live) [Remastered],4wthr2NaTb0WxAn1viBctt,32,1,11,5,0.546,0.824,2,-6.9,1,0.0356,0.369,0.0492,0.837,0.891,143.844,267924,4,36,13
1822,Fleetwood Mac,Dust My Blues (Live) [Remastered],52ZfdAnIu8ladQayEbAY92,32,1,11,5,0.636,0.692,4,-7.865,1,0.0337,0.593,0.595,0.7,0.729,109.018,271761,4,33,13
1823,Fleetwood Mac,Shake Your Money Maker (Live) [Remastered],2mfhygiEDr8zKKTDW8mxcI,30,1,11,5,0.382,0.571,4,-9.478,1,0.0597,0.566,0.318,0.69,0.725,99.516,524878,4,42,13
1824,Fleetwood Mac,Trying So Hard to Forget (Live) [Remastered],2v6EwkD0aowRWwIW3nbNEp,31,1,11,5,0.507,0.125,9,-13.612,0,0.0478,0.899,0.00164,0.74,0.426,90.942,270432,4,44,13
1825,Fleetwood Mac,Have You Ever Loved a Woman (Live) [Remastered],4n2Tg72baVuFKcs7w8Qz4I,31,1,11,5,0.536,0.226,7,-10.216,0,0.0348,0.409,0.00277,0.638,0.485,147.892,470937,3,47,13
1826,Khalid,Bluffin',42w7pX3r1TpLR0i55Ek5ND,67,1,4,5,0.529,0.314,0,-10.323,1,0.0461,0.354,0.000436,0.102,0.288,129.664,199240,3,8,6
1827,Fleetwood Mac,Rattlesnake Shake (Live) [Remastered],5v779QwHjBQl14y3EjFulU,30,1,11,5,0.326,0.898,2,-5.658,1,0.0752,0.717,0.877,0.227,0.356,109.044,785320,4,37,13
1828,P!nk,Love Me Anyway (feat. Chris Stapleton),0pwdJLLVxlJa1lnR9UeMZY,67,2,4,5,0.368,0.321,3,-5.904,1,0.0272,0.769,0.0,0.135,0.0673,139.001,188120,4,38,4
1829,Fleetwood Mac,Instrumental (Live) [Remastered],2HukpPfn8765wbkzCoVqaU,31,1,11,5,0.497,0.747,0,-9.245,1,0.0385,0.226,0.689,0.704,0.839,98.357,576749,4,32,13
1830,Fleetwood Mac,Willie and the Hand Jive (Live) [Remastered],0jZs9WlyCROiWApoNg3gVW,29,1,11,5,0.777,0.572,9,-11.31,1,0.121,0.806,0.716,0.747,0.608,112.477,252933,4,44,13
1831,Fleetwood Mac,You Need Love (Demo) [Remastered],2JqHlzGkTjLRxA7BfrtEtP,26,1,11,5,0.539,0.658,2,-4.286,1,0.0307,0.117,0.622,0.134,0.795,89.508,288411,4,33,13
1832,AJR,Birthday Party,7hBRNyuEkGR4qj5nTDGTry,62,1,4,5,0.707,0.462,1,-6.696,1,0.117,0.0732,0.0,0.199,0.547,83.994,223948,4,14,3
1833,Fleetwood Mac,I Loved Another Woman (Live) [Remastered],2E14lpeXNeNScHWl084D0w,29,1,11,5,0.672,0.304,9,-11.8,0,0.0398,0.941,0.31,0.119,0.737,125.561,326537,4,41,13
