,artist_name,track_name,track_id,popularity,num_artists,release_month,release_weekday,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_len,artist_len
8319,BJ The Chicago Kid,Champagne,09SzgKCCmpNJv3KE8DbQah,27,1,11,5,0.663,0.682,1,-7.467,1,0.186,0.032,3.05e-06,0.145,0.486,93.783,221789,4,9,18
8320,Denzel Curry,P.A.T. FEAT. PLAYTHATBOIZAY,5WtMpQgVIeZq06bXbYJO01,56,2,5,5,0.598,0.723,1,-7.179,0,0.181,0.00534,0.0,0.41,0.379,160.062,180480,4,27,12
8321,Casanova,So Drippy (feat. Gunna & Young Thug),7672lPvNAzxTp7xf2J7wkK,55,3,10,5,0.487,0.628,1,-6.158,1,0.209,0.0316,0.0,0.149,0.298,109.746,203040,5,36,8
8322,Normani,Motivation (with 21 Savage) - Savage Remix,5jpPuiSfxFPmjJRQyH1Lie,59,2,10,1,0.617,0.898,4,-3.967,1,0.0776,0.0126,5.73e-06,0.284,0.88,170.922,204587,4,42,7
8323,BJ The Chicago Kid,Close,5q3t7B5QMIKVvNY0pkA61i,26,1,11,5,0.513,0.552,5,-7.365,0,0.099,0.579,0.0,0.335,0.279,81.293,230382,4,5,18
8324,The Band CAMINO,Farsighted,1F4f9YO3at5eKrEQrITBa8,54,1,8,5,0.4,0.907,2,-3.525,1,0.0598,0.000179,0.000166,0.331,0.622,174.64,191720,4,10,15
8325,Yungeen Ace,Melvin Baby,3ZQ89Nf0wfpAOHeoROonId,53,1,11,5,0.709,0.665,5,-5.406,0,0.18,0.15,0.0,0.14,0.708,160.086,176573,4,11,11
8326,Robin Bennich,Preludium,4rifuSeAw7WGLKSLgAGIJU,61,1,3,5,0.32,0.221,4,-21.398,1,0.0391,0.992,0.946,0.101,0.453,68.639,165633,3,9,13
8327,Marshmello,BIBA,0GVBPuCT3pBrXCdY3Uiy5B,62,2,2,5,0.66,0.962,0,0.366,0,0.0528,0.0656,0.0,0.27,0.492,127.885,175721,4,4,10
8328,Jesse Brown,Heart In The Right Place,24nF6nqmvl8EFOhYofOyTN,59,1,8,5,0.485,0.139,1,-23.6,1,0.0313,0.988,0.948,0.108,0.226,113.945,177480,4,24,11
8329,BURNOUT SYNDROMES,Good Morning World!,59Q0WRffEUOu0vhxArxCIG,61,1,8,3,0.468,0.956,0,-1.817,1,0.0712,0.043,0.0,0.16,0.503,95.537,249000,4,19,17
8330,Jordan Rager,Where You Been All My Life,7uaOaLPDaQfvVYeIa8XK6v,54,1,9,5,0.564,0.856,0,-4.697,1,0.0399,0.00704,0.0,0.142,0.572,139.929,206427,4,26,12
8331,Oatmello,88 Keys,3vyNLBbcMpwIW8yGYqt0uV,59,1,2,3,0.649,0.306,0,-9.695,1,0.0326,0.78,0.893,0.109,0.116,80.983,154074,4,7,8
8332,Manzambi,Dolci Notti,01f7rf1UpJZvvOubyd0TXO,61,1,10,5,0.556,0.67,9,-11.2,0,0.0613,0.209,1.07e-06,0.484,0.369,99.958,60000,4,11,8
8333,Justin Caruso,Broken Hearts,1dCJKmWRa5RBilE7QPdB3l,56,2,11,5,0.759,0.726,8,-4.116,1,0.0398,0.429,2.8e-06,0.0535,0.697,105.036,189714,4,13,13
8334,Brenky,Magnet You,7e4zDMeTqcAjul8xsgVdn3,59,1,5,5,0.665,0.0605,0,-24.091,0,0.227,0.617,0.665,0.102,0.83,72.121,108333,4,10,6
8335,DDG,MEET ME IN THE LOBBY,3i06akGHNTGcWhWvuEHTxd,54,1,11,5,0.846,0.479,1,-8.184,0,0.301,0.513,0.00432,0.0983,0.554,155.844,160824,4,20,3
8336,Frano Stanić,Dugo se nismo vidjeli,21p0hBdlvaRo0v3uvU1XOv,62,1,10,5,0.401,0.0513,3,-26.763,1,0.0352,0.995,0.921,0.134,0.381,75.636,108750,5,21,12
8337,BJ The Chicago Kid,Rather Be With You,3ILsGyoRFhUvISRHO2AHJa,25,1,11,5,0.629,0.618,7,-5.162,1,0.0283,0.145,0.000188,0.0804,0.458,109.006,268673,4,18,18
8338,Rammstein,RADIO,5vZ4IeUenK2cHub2d7yfWk,71,1,5,5,0.652,0.894,0,-5.145,0,0.0409,0.00404,0.00381,0.124,0.76,132.03,277397,4,5,9
8339,BJ The Chicago Kid,Playa's Ball,5UOJT81567DQcvGlVKPfVl,25,2,11,5,0.554,0.773,8,-5.534,0,0.138,0.241,1.66e-05,0.24,0.556,83.974,253082,4,12,18
8340,Doja Cat,Fancy,3hFIXFEPtvruqYsoMW2eKN,56,1,3,5,0.747,0.734,2,-5.781,1,0.0361,0.0726,0.0,0.131,0.153,110.978,179200,4,5,8
8341,Maluma,Extrañándote (feat. Zion & Lennox),40kh4oBp5jEgdMN4WhvtCN,63,2,5,5,0.831,0.762,7,-3.336,1,0.0792,0.0415,0.0,0.129,0.533,91.998,225080,4,34,6
8342,BJ The Chicago Kid,Roses,18aTO0JlNoGaFx6hVNbTxB,27,1,11,5,0.668,0.61,0,-7.21,0,0.0838,0.326,0.0,0.112,0.208,109.935,181144,4,5,18
8343,Jadakiss,ME,4xNG3WGhQuxFzwEhboAcUy,55,1,10,5,0.601,0.835,1,-5.064,1,0.119,0.00868,2.17e-06,0.397,0.465,91.561,226213,4,2,8
8344,Beyoncé,Lose My Breath (feat. Kelly Rowland & Michelle Williams) - Homecoming Live,716IzgeD9yjfCiZuG9aG4i,61,3,4,3,0.721,0.892,8,-8.606,1,0.207,0.0351,0.000212,0.575,0.416,118.982,90816,4,74,7
8345,Nueva Era,El Leon,7dRyj8N9EC8qQRjYL5Egsz,56,1,10,4,0.534,0.75,7,-3.608,0,0.0446,0.441,0.0,0.063,0.806,97.137,148982,3,7,9
8346,Future,Promise U That,7EB2UpfRbS4QVjZQlKLi3Z,55,1,1,5,0.638,0.568,1,-6.579,0,0.159,0.338,0.0,0.487,0.446,127.806,205423,4,14,6
8347,BJ The Chicago Kid,Can't Wait,18g0rLU3iBeDOdjqYK40kS,24,1,11,5,0.464,0.531,5,-7.305,1,0.102,0.0246,1.15e-06,0.366,0.371,114.74,288531,4,10,18
8348,ntvrme,so much,5t9a4HJTPLHGlfP9Ttxsxc,56,1,3,5,0.493,0.106,4,-19.859,1,0.252,0.148,0.286,0.111,0.443,175.749,129962,3,7,6
8349,BJ The Chicago Kid,Back It Up,0QIYIUhOLuoYZApAZoTCZ2,24,2,11,5,0.606,0.626,9,-6.208,0,0.164,0.675,0.0,0.158,0.545,109.943,289063,4,10,18
8350,BJ The Chicago Kid,Worryin' Bout Me,17xzUGSrOGzWFWIQmK89EX,24,2,11,5,0.668,0.778,10,-4.912,0,0.0991,0.352,0.0,0.561,0.531,126.919,235751,4,16,18
8351,Claudio Van Hoven,Fall in New York,1uRPgVfBWmBNmrFFrQCzOi,59,1,9,3,0.633,0.2,2,-14.842,1,0.0881,0.969,0.887,0.124,0.495,114.208,120857,4,16,17
8352,Bethel Music,Endless Alleluia (Live),2y5w00ZbmGhfp1bQytUtDE,58,2,1,5,0.394,0.627,9,-6.707,1,0.0322,0.25,0.0,0.118,0.237,153.939,323347,4,23,12
8353,BJ The Chicago Kid,Reach,1r5ks4SKhRhC2DLu6Vcrtm,23,2,11,5,0.732,0.492,7,-8.528,0,0.0634,0.124,0.00352,0.299,0.501,106.948,190873,4,5,18
8354,MARINA,Karma,7b76ZM3xf6EjaIfsbfhJkZ,60,1,4,5,0.724,0.7,0,-3.725,0,0.0284,0.118,0.000158,0.0804,0.396,96.026,204233,4,5,6
8355,BJ The Chicago Kid,Time Today,26qbiahexOJ8OzIkf5Treg,23,1,11,5,0.524,0.536,0,-7.005,0,0.057,0.102,0.0,0.0334,0.349,92.625,199623,4,10,18
8356,Jim-E Stack,Good Enough,0SXL6pp8pxlbw1PajxGdKd,55,2,10,3,0.832,0.46,7,-5.564,1,0.0565,0.0489,0.0213,0.163,0.24,121.99,142625,4,11,11
8357,Dylan Sitts,Rain Check,0qSAag81S96PZ38BBQlk7B,62,1,9,5,0.789,0.409,3,-9.087,1,0.0471,0.385,0.93,0.0721,0.383,86.008,136619,4,10,11
8358,Florida Georgia Line,People Are Different,3dIvnXEqvm8drsoCtnWWFw,55,1,2,5,0.505,0.837,2,-5.146,1,0.0358,0.17,0.0,0.113,0.623,140.066,214213,4,20,20
8359,Andrey Azizov,More Than Friends,5JEnzGH3C2PnNnKZwjyLyJ,58,2,8,5,0.73,0.474,5,-9.192,0,0.039,0.714,0.025,0.123,0.249,151.055,251126,4,17,13
8360,YNW Bslime,Nobody Else,5wATn1ieUhiJVvd0eHSeHX,50,1,11,5,0.635,0.479,1,-7.329,0,0.0444,0.0203,0.0,0.0919,0.0891,150.028,169600,5,11,10
8361,YNW Melly,Robbery,2ZidyZ69c68J8lm0FGqsuc,54,1,1,5,0.76,0.552,8,-5.854,1,0.0475,0.508,0.0,0.661,0.624,123.011,241584,4,7,9
8362,BJ The Chicago Kid,Too Good,3ZKNXubg7ovcE91FuAJO5s,22,1,11,5,0.458,0.683,5,-5.933,1,0.083,0.237,0.0,0.267,0.701,146.941,203946,4,8,18
8363,Sebastian Zawadzki,Unstoppable Changes,3i0emtsR3mwlVGXSDDiUdx,59,1,8,5,0.36,0.0286,7,-30.293,1,0.0359,0.984,0.896,0.102,0.116,90.566,224043,4,19,18
8364,I Prevail,I Don't Belong Here,2JEuoW7VtugjY2XtxK034T,56,1,3,5,0.308,0.479,6,-9.04,0,0.035,0.271,0.00257,0.47,0.156,130.007,221933,4,19,9
8365,Dontcry,Galaxy,40paB1LuqhqACTZgjwk8QV,59,1,5,2,0.391,0.396,6,-8.024,0,0.0376,0.509,0.834,0.148,0.516,150.209,87200,4,6,7
8366,MUNA,Number One Fan,69WAiCaEdxACKzB4B7Bv27,57,1,9,5,0.746,0.56,9,-4.898,1,0.0354,0.00656,0.000717,0.361,0.511,124.013,205880,4,14,4
8367,Tove Lo,Anywhere u go,0ulX0SQ58c1OGrwya6AnRB,60,1,9,5,0.598,0.721,1,-5.563,0,0.0652,0.7,0.0,0.119,0.34,175.981,189605,4,13,7
8368,Of Mice & Men,Taste of Regret,2qteWVf7459okiPxGwgyez,59,1,9,5,0.58,0.981,8,-3.529,1,0.048,3.01e-05,0.00353,0.373,0.39,105.011,208272,4,15,13
8369,Reeve Carney,Come Home with Me,15r85VRFlKo2w8a5ymikr7,55,10,7,5,0.499,0.314,9,-10.737,1,0.139,0.811,0.0,0.103,0.392,183.961,107650,4,17,12
8370,Sabaton,Fields of Verdun,7MhF9Ymup3h6UI58uLIIiW,60,1,7,5,0.541,0.986,0,-5.315,1,0.103,0.00323,0.0,0.105,0.484,96.954,197413,4,16,7
8371,DB Omerta,32 Shots,4ONFQ6K9I007ZgLaxb9vvd,54,1,11,5,0.855,0.504,2,-8.941,1,0.315,0.0382,0.0,0.112,0.347,137.015,143649,4,8,9
8372,Kolby Cooper,Leave Me My Heart,4e1jZys3t7L6ocvYkKTmDH,53,1,8,4,0.391,0.819,10,-4.048,1,0.0468,0.00371,0.0,0.293,0.449,174.059,197676,4,17,12
8373,Mike Shinoda,About You (feat. blackbear),0lYY8AavsMBRDUUNEUUusk,55,2,2,5,0.649,0.564,0,-6.85,0,0.101,0.626,1.41e-05,0.142,0.555,135.738,206182,4,27,12
8374,ATEEZ,Aurora,2J8tamzlBEX2DWLx9ASTvS,60,1,6,1,0.696,0.775,8,-5.08,1,0.029,0.0334,0.0,0.0949,0.597,95.007,204360,4,6,5
8375,Crisaunt,Skater Shawty,6hvl9q1FSjyV4aaaxEYgz8,55,1,1,3,0.688,0.368,0,-15.412,1,0.0934,0.459,0.000121,0.147,0.339,80.01,141672,4,13,8
8376,Beast Coast,"One More Round (feat. Meechy Darko, Erick The Architect & Nyck Caution)",4URGmQkQ2Gy0axfCO3PPaO,56,7,5,5,0.799,0.554,1,-9.575,1,0.0956,0.235,0.0,0.141,0.703,125.035,230547,4,71,11
8377,Oliver Heldens,Lift Me Up (feat. Carla Monroe),0vK80mtYypq4dAwQelZ2Dh,64,4,11,5,0.579,0.784,5,-4.686,1,0.0659,0.0426,0.0235,0.317,0.562,125.122,177120,4,31,14
8378,G93,City Rain,2ulWL7DcayhjIa0UOw4v8i,60,1,2,6,0.457,0.293,10,-18.631,0,0.0591,0.916,0.831,0.444,0.0775,160.224,213000,5,9,3
8379,OTR,Stay,34ipFrOV0KKgKjyZNunZqn,59,2,7,5,0.296,0.574,8,-6.829,0,0.038,0.0259,1.6e-05,0.107,0.119,131.567,201333,4,4,3
8380,Blake Rose,Lady,3K1vIE8FlvmEy2oCPLQ1UZ,57,1,6,5,0.441,0.885,8,-4.456,1,0.208,0.0234,2.5e-06,0.122,0.42,168.134,242811,4,4,10
8381,Lizzo,Good as Hell,0UiuknFvxHL5jGnD8LpoaO,60,1,10,5,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,159736,4,12,5
8382,Zeds Dead,Feel So (feat. Fiora),4TFDeBqHM6jvbqAi2DAtlv,59,3,9,5,0.653,0.758,4,-8.666,0,0.0388,0.00148,0.0438,0.254,0.0874,123.991,195540,4,21,9
8383,Bhad Bhabie,Get Like Me (feat. NLE Choppa),5bpqJwItMcoICe6duFz3HF,57,2,6,3,0.753,0.746,2,-4.759,1,0.253,0.0288,0.0,0.19,0.618,158.161,153418,4,30,11
8384,Big K.R.I.T.,K.R.I.T. HERE,1XvOfCrWGIa0DnuYb0fqCZ,42,1,11,5,0.6,0.85,8,-3.634,1,0.216,0.227,3.18e-06,0.152,0.592,143.828,200669,4,13,12
8385,Emarosa,Cautious,4N2PJVdpgJAm67voMwv3pC,55,1,2,5,0.534,0.909,10,-4.264,1,0.0512,0.0142,1.05e-06,0.0698,0.532,89.99,195133,4,8,7
8386,Cooper Alan,Climate Change,5xj66JxQtDqdTttcU3sStw,54,1,8,5,0.53,0.808,10,-6.408,1,0.0396,0.005,0.000109,0.195,0.593,166.018,206147,4,14,11
8387,Lane 8,Feld,0upmaRJ3u80GMkzpC6lIF1,59,1,4,2,0.532,0.772,0,-7.644,1,0.0316,0.439,0.933,0.142,0.078,121.995,255738,4,4,6
8388,Henry Hume,When the Dust Clears,0q9CCKa9n8AwCmPOj3x8R4,60,1,10,5,0.435,0.0202,2,-30.798,0,0.0406,0.993,0.913,0.2,0.0388,111.037,199503,3,20,10
8389,XXXTENTACION,hate will never win,3TzgIJC8U7o57nx8xnWvnt,59,1,9,5,0.556,0.425,10,-6.964,0,0.314,0.811,1.97e-06,0.127,0.676,89.385,103987,4,19,12
8390,Dontcry,Jungle Jim,3jyYbFK0RKKVy7JWoBrefp,59,3,2,5,0.759,0.0931,7,-18.192,1,0.129,0.0515,0.799,0.361,0.292,85.035,90353,4,10,7
8391,Midland,Fourteen Gears,6oQZavCjiMN7q2tGmK8K2F,54,1,8,5,0.549,0.868,2,-5.489,1,0.0309,0.101,0.00242,0.138,0.71,144.013,212000,4,14,7
8392,Rod Stewart,You're in My Heart (The Final Acclaim) [with The Royal Philharmonic Orchestra],4B8uF8a2RHn7rx6JePUPQI,49,2,11,5,0.315,0.405,4,-9.386,1,0.0349,0.251,9.12e-05,0.102,0.296,103.894,278480,4,78,11
8393,Massimo Natali [IT],Collapse,5lPuCVPb3BfjTl78yn7JpZ,61,1,10,3,0.311,0.0644,0,-24.535,0,0.0334,0.969,0.825,0.152,0.0987,103.282,143343,4,8,19
8394,OMB Peezy,One Me (feat. Sada Baby),2trFAtACdzno0BZSVrQRaO,53,2,4,5,0.783,0.664,2,-6.032,1,0.185,0.323,0.0,0.101,0.419,100.021,134862,4,24,9
8395,Kim Walker-Smith,Insatiable,4akWCQ67naeytv8v0CIhVu,56,1,9,5,0.405,0.604,1,-6.698,0,0.0349,0.0941,0.0,0.346,0.244,139.893,266621,4,10,16
8396,Eva Noblezada,Any Way the Wind Blows,0HZq47ubBTbuUUPGSueUOh,55,6,7,5,0.437,0.274,5,-9.041,1,0.0622,0.888,0.0,0.178,0.274,89.045,225805,3,22,13
8397,Nicky Jam,Sin Filtro,1H2aLiua3VEig2qY0eU3s1,64,1,11,5,0.818,0.648,7,-4.954,1,0.12,0.0545,1.32e-06,0.0967,0.496,89.043,196507,4,10,9
8398,Chiiild,Count Me Out,0hW6UzdP6HdPS1ZT8Qf2zG,56,1,7,3,0.462,0.59,1,-8.1,0,0.0648,0.155,0.0708,0.215,0.297,174.008,207912,3,12,7
8399,DDG,CLOUT CHASIN,6mIezHtGHyWtsG3lFVvRzt,54,1,11,5,0.846,0.461,5,-7.957,1,0.259,0.505,2.03e-05,0.117,0.68,136.932,181963,4,12,3
8400,Brantley Gilbert,Laid Back Ride,0Cf6KkneD10Fcinbez11Xm,53,1,10,5,0.597,0.818,4,-4.733,1,0.0372,0.0266,0.000843,0.109,0.589,132.085,198467,4,14,16
8401,Tina Turner,Open Arms,6QZYpqHvRj8BnkdKM3PrwH,3,1,11,5,0.636,0.87,1,-4.52,0,0.0331,0.0554,0.0,0.0903,0.64,98.04,240293,4,9,11
8402,BJ The Chicago Kid,1123's Playa's Intro,54p4pt6AqYRSmwMmdu2rNv,0,1,11,5,0.0,0.621,10,-14.032,1,0.0,0.835,0.0,0.901,0.0,0.0,10785,0,20,18
8403,Kota the Friend,Birdie,1yp5z3TNnOvgcnAKezh7F4,55,2,5,3,0.811,0.753,0,-4.634,1,0.383,0.788,0.0,0.0798,0.559,85.016,248647,4,6,15
8404,Antoine Pepe,Lakeside,3fRdZDTuvJruh5mHXwja88,58,1,8,5,0.643,0.191,9,-14.317,0,0.0501,0.947,0.939,0.11,0.233,96.88,138829,4,8,12
8405,John Ocean,Earth,6UFSJF8pGDYJelHoadqPEe,60,1,7,6,0.267,0.142,9,-21.629,1,0.0382,0.931,0.963,0.0987,0.0347,139.381,204580,4,5,10
8406,Kyle McEvoy,Onteora Lake,6u75w721lUNNuXcV9ywpD1,59,2,9,1,0.584,0.232,8,-14.329,1,0.0526,0.957,0.955,0.0977,0.167,74.007,120834,4,12,11
8407,Motionless In White,Headache,1zVuDtGYWtwg2Id64zrL2K,57,1,6,5,0.436,0.942,5,-3.584,1,0.0955,0.00021,1.65e-06,0.0824,0.636,170.046,209027,4,8,19
8408,Ralph Castelli,Lonely,4fPk5AIvhAOK9KELmztQxX,54,1,8,3,0.547,0.316,4,-14.575,1,0.0474,0.944,0.0956,0.0888,0.161,120.022,260000,4,6,14
8409,Robert Schumann,"Schumann: Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)",5U7T2widXE5MqoQ6dmi3O9,60,2,4,5,0.244,0.0325,8,-23.379,1,0.0457,0.992,0.879,0.108,0.0406,74.079,237960,3,53,15
8410,Ocean Park Standoff,Good Time,7cPKQeCtGjRjoFVw6ub5rS,55,1,2,5,0.708,0.62,8,-5.903,1,0.125,0.0106,6.08e-06,0.354,0.912,145.073,172944,4,9,19
8411,Sebastián Escofet,Trastevere,3rRL23xxAPJ75K3wGBKZIO,58,1,7,5,0.42,0.272,4,-14.843,1,0.0423,0.886,0.834,0.0841,0.38,180.031,167613,3,10,17
8412,Lxst,Exhausted,6IirkWmtTPvDHg5J9IpxYS,58,1,7,1,0.645,0.71,7,-5.094,1,0.07,0.38,0.00127,0.0916,0.126,165.959,145096,4,9,4
8413,Avicii,Peace Of Mind (feat. Vargas & Lagola),6ZEYvUSgON3J5Qe1RYi3Jo,65,2,6,4,0.461,0.624,4,-8.034,0,0.0298,0.11,6.97e-06,0.454,0.278,110.003,180000,4,37,6
8414,Kensa Mitchell,Bûche Creuse,2X6yLNxl3XsH0YZRQ4B1w2,58,1,3,1,0.191,0.108,6,-25.134,1,0.0583,0.82,0.896,0.112,0.0351,136.391,218092,3,12,14
8415,Sinead Harnett,If You Let Me,6F428UUtHqMwxwOtDajrDZ,57,2,9,5,0.466,0.48,5,-6.005,0,0.0714,0.271,1.89e-06,0.261,0.329,99.055,232490,4,13,14
8416,Mandevilla,Someone to watch over me,2jbsvklNUjADVADcaedWDW,60,1,8,6,0.524,0.126,8,-20.4,1,0.04,0.936,0.965,0.107,0.123,123.791,258000,4,24,10
8417,Hardwell,Left Right,1ZpyIjwjGyW6Pt5NrQ0f1w,59,4,10,5,0.709,0.982,10,-3.768,0,0.0666,0.000373,0.353,0.285,0.192,128.005,155827,4,10,8
8418,The Band CAMINO,Something To Hold On To,0NYWOdPc325HwMNLdDTn0P,54,1,1,5,0.473,0.868,1,-3.962,1,0.0716,0.000396,0.00866,0.0763,0.626,75.983,220371,4,23,15
8419,Sara Bareilles,Armor,4kO1W2nNKj6C9h5vm31sdX,55,1,5,5,0.53,0.731,6,-7.073,1,0.049,0.0442,0.0145,0.193,0.69,78.796,267462,4,5,14
8420,Lil Loaded,6acc On The 6locc,0nHE3igQYapirYQYvedPhv,56,1,10,3,0.864,0.336,2,-12.518,1,0.529,0.00619,0.0,0.104,0.158,129.046,163752,4,17,10
8421,WWE,"Let Me In (""The Fiend"" Bray Wyatt)",1xmo5diBZ2RMcs9PhrLjxk,58,2,8,2,0.426,0.906,9,-3.904,1,0.0864,0.000107,0.165,0.365,0.295,125.084,232180,4,34,3
8422,Lizzo,Truth Hurts - CID Remix,3gOLLo0zS2GJPkLRoSaZjA,59,2,8,4,0.721,0.844,7,-3.316,1,0.101,0.022,1.19e-06,0.434,0.446,128.048,178205,4,23,5
8423,Phum Viphurit,"Hello, Anxiety",1ZseaIKt19broBzze3F8hz,62,1,3,5,0.84,0.495,9,-9.54,1,0.0406,0.589,0.552,0.103,0.808,125.993,264762,4,14,13
8424,Kaash Paige,Heartbreaker,5GHXuh69XUrnrMTgDcqJC9,48,1,11,5,0.382,0.321,1,-9.76,1,0.0393,0.787,2.82e-06,0.112,0.286,105.414,178280,3,12,11
8425,Young Scooter,Petty (feat. Lil Baby),7MaqxK7LOZD2ND3s3DF7TL,55,2,9,5,0.739,0.571,11,-8.996,1,0.142,0.0561,0.0,0.83,0.437,150.051,179357,4,22,13
8426,Beyoncé,Party - Homecoming Live,3oDyaLtPpORasVR7atUHIa,59,1,4,3,0.581,0.618,4,-11.109,0,0.339,0.0138,0.147,0.428,0.385,149.832,228208,4,23,7
8427,Kane Brown,One Night Only,5zAZLEN2BiPYJbcnJBybdL,54,1,11,5,0.649,0.595,6,-6.214,0,0.0325,0.164,0.0,0.112,0.686,77.996,191787,4,14,10
8428,Dabin,In Flames,44oL4Cwc1jkTxLH5kwHe1a,55,2,3,5,0.481,0.729,5,-4.351,0,0.0365,0.00833,0.0,0.103,0.297,91.985,204783,4,9,5
8429,mommy,orange crunch,1vpMsMmJbGdfKjNgZY0IPq,59,1,4,2,0.722,0.234,6,-13.737,1,0.134,0.801,0.845,0.0955,0.492,63.245,67798,4,13,5
8430,Caamp,Keep the Blues Away,2lkhByonBkll8JmfScz0K5,54,1,7,5,0.505,0.554,1,-9.994,1,0.0376,0.687,0.0613,0.092,0.719,82.214,233840,4,19,5
8431,Dvicio,DOSIS,0cDumxvNKhydP1Cmon2S6E,72,3,11,5,0.747,0.772,4,-6.363,1,0.0481,0.149,1.07e-06,0.185,0.782,107.95,219189,4,5,6
8432,bLAck pARty,Dancing,6x1jUK7H6qZVS265OCnlVw,57,1,8,5,0.902,0.468,0,-8.671,0,0.0535,0.596,0.00542,0.238,0.728,95.008,245720,4,7,11
8433,Leftwing : Kody,I Feel It,5FzuDFYmUFcvjraadJXv28,67,1,6,5,0.566,0.954,6,-4.678,1,0.0376,0.00411,0.0257,0.0943,0.887,125.967,155250,4,9,15
8434,Hardwell,Go To War,7ENBXir2EaAuMnCZUQIDoL,61,2,11,5,0.553,0.827,2,-5.381,1,0.0482,0.00188,0.0,0.304,0.153,132.077,167500,4,9,8
8435,Chris Viz,Diavla,1KfrcxnOLyDhd3p4hGrhVe,80,2,4,3,0.84,0.617,5,-5.2,1,0.0698,0.175,1.81e-05,0.202,0.659,100.001,265941,4,6,9
8436,GoldLink,Cokewhite (feat. Pusha T),1jCzgZFEl8RCUxDRvAGWUF,57,2,6,3,0.771,0.592,4,-7.016,0,0.306,0.0202,5.95e-06,0.23,0.509,159.949,205267,4,25,8
8437,NAV,Rack In My Sleep (feat. 88GLAM),4Mh7CPtUTbF72KSFxlUn13,55,2,3,2,0.832,0.645,10,-5.065,1,0.139,0.187,0.0,0.0864,0.203,145.109,160677,4,31,3
8438,Cavetown,Feb 14,4KiVBzH3BKhZ4Tni0Vw3N9,56,1,8,5,0.675,0.471,7,-8.97,1,0.0296,0.0676,0.000487,0.0694,0.38,112.002,273750,4,6,8
8439,n o r m a l,al pasito/timeless,08Ovag8PDrT7VC2ZkZLYmz,59,1,6,2,0.576,0.193,6,-18.66,0,0.865,0.659,0.473,0.154,0.858,86.01,190457,4,18,11
8440,Kolby Cooper,Fall,6fbxJQV3A0xQ6qsqHKvPnc,53,1,8,4,0.32,0.572,8,-5.35,1,0.0303,0.144,0.0,0.0979,0.213,135.032,206644,4,4,12
8441,Eric Nam,Love Die Young,0kFmBPYJhvgAqAIZU7RoEh,64,1,10,3,0.671,0.398,11,-8.804,1,0.123,0.674,0.0,0.0932,0.286,76.032,203213,4,14,8
8442,Riley Green,Same Old Song,7lBkuyDfK0y6x6N6Zd1Z0U,53,1,9,5,0.658,0.781,6,-5.293,1,0.0259,0.00356,0.0,0.0767,0.728,112.015,188427,4,13,11
8443,JayDaYoungan,Don't GAF (feat. JetSoo),2KPthA3yUrjU9fpU8M4n5W,53,2,10,5,0.614,0.504,5,-7.606,1,0.481,0.0308,0.0,0.105,0.678,106.687,205383,5,24,12
8444,Bizarrap,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",2S93hylQBYLndMnaJuso8S,81,2,8,3,0.81,0.471,8,-5.047,1,0.0496,0.00554,0.000197,0.134,0.391,75.003,143292,4,42,8
8445,Hayden James,Nowhere To Go - Dom Dolla Remix,3qTwadmCkMkRmxSliSOolH,52,3,7,5,0.689,0.857,0,-8.659,1,0.05,0.146,0.356,0.153,0.338,124.002,275085,4,31,12
8446,Donna Summer,Bad Girls (Gigamesh Remix),6q2fVOtgwrKTM7ETDVIgXu,61,2,11,5,0.788,0.804,7,-4.756,1,0.0674,0.0444,0.00174,0.144,0.84,123.93,320987,4,26,12
8447,NAV,Stuck With Me,6jChisgoIfN75H4RMcGvfL,55,1,3,2,0.744,0.584,1,-6.128,1,0.102,0.587,9.36e-06,0.141,0.257,85.018,170942,4,13,3
8448,Ennio Máno,Aves,40xybgjTNRocHrl3c8NfuR,59,1,5,5,0.53,0.158,7,-16.937,1,0.036,0.948,0.844,0.119,0.159,135.611,247536,4,4,10
8449,CLMD,DANCE,6TfeXwJihJRuBW3mFpib6J,72,2,10,5,0.766,0.548,7,-7.834,1,0.0373,0.0263,1.81e-06,0.21,0.552,122.012,174448,4,5,4
8450,Filmore,London,69RZJGfxX65CyLcVQ7xQVT,51,1,11,5,0.642,0.467,11,-8.37,1,0.033,0.38,0.0,0.0987,0.324,119.864,163856,4,6,7
8451,CHUNG HA,Chica,6wV0zmb3delVInoCiWdEdZ,63,1,6,1,0.556,0.842,1,-3.019,0,0.173,0.173,0.0,0.31,0.657,95.037,192484,4,5,8
8452,Francesca Battistelli,Defender (Neon Feather Remix),0TbAQiXfRBxM92vHaZGq4P,54,3,8,5,0.294,0.6,7,-5.876,1,0.0347,0.0603,0.0,0.132,0.197,74.441,192320,4,29,21
8453,Flux Pavilion,20:25,3zwR7O61Dl7hsf5nwENrvy,57,3,9,5,0.713,0.721,4,-5.764,0,0.0853,0.0038,0.00703,0.0642,0.221,100.0,232054,4,5,13
8454,Lofi Coffee,Jacaranda,6V8p59npenZZ2HaryaII9r,59,2,3,1,0.761,0.583,2,-10.407,1,0.109,0.476,0.851,0.471,0.391,93.552,167489,3,9,11
