,artist_name,track_name,track_id,popularity,num_artists,release_month,release_weekday,artist_followers,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_len,artist_len
1579,Brain Timbre,Open Window Thunder Sounds,6XOdosD9300UayFoY52NJE,68,1,10,1,32,57,0.116,0.824,5,-20.194,1,0.0697,0.00739,0.937,0.786,0.0358,71.95,152811,5,26,12
1580,Ryan Hurd,Diamonds or Twine,3nLQCvYLudPrG2q4mxnY2Y,65,1,1,5,63587,66,0.621,0.568,2,-8.795,1,0.0311,0.145,1.65e-06,0.108,0.724,148.047,211085,4,17,9
1581,Au/Ra,Ghost,5TgS4dcUAU8EEb506d8wAT,75,3,10,4,115950,74,0.667,0.503,0,-8.217,0,0.0526,0.552,0.0,0.169,0.584,144.015,177630,4,5,5
1582,Drake,The Motion,0Tacxc5lDJ8LwiO1pWNSl8,67,1,8,5,42407710,98,0.631,0.788,4,-7.142,0,0.102,0.371,0.000317,0.108,0.544,157.769,240957,4,10,5
1583,Christian Nodal,De Los Besos Que Te Di,2ttoeuNKXixDHom5rRvowm,76,1,4,1,2660077,82,0.683,0.501,11,-3.823,0,0.031,0.305,0.0,0.0439,0.703,97.971,167493,4,22,15
1584,Echo River,Farewell,40f4bFrEnG7TBLD7FFRqQj,71,1,3,4,1029,58,0.308,0.0264,5,-29.093,1,0.0422,0.994,0.813,0.0838,0.101,73.06,197500,4,8,10
1585,AJR,Don't Throw Out My Legos,61vlvG3pr4djrXPtHPdXII,63,1,4,5,1032462,79,0.629,0.583,2,-6.274,1,0.0415,0.142,0.0,0.118,0.492,147.036,250839,4,24,3
1586,Calboy,Adam & Eve,0J6UvGEMuJvzPKvlDbBvLz,65,1,5,5,271354,73,0.781,0.696,6,-5.553,0,0.313,0.203,0.0,0.13,0.692,74.998,179467,4,10,6
1587,BTS,Jamais Vu,0eeeyCAGnGZInPtpkdYiPa,73,1,4,5,14714305,92,0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0,227275,4,9,3
1588,24kGoldn,DROPPED OUTTA COLLEGE,7tVTYf17rcDEGrr6qHZNqc,63,1,11,3,32453,76,0.911,0.378,0,-7.822,1,0.411,0.0116,1.53e-06,0.15,0.19,120.044,127613,4,21,8
1589,Matt Maeson,Cringe,12rhvKDK2FfHTZZ1sSAHDG,66,1,4,5,167068,70,0.729,0.474,5,-7.724,1,0.0553,0.0652,0.0,0.0758,0.443,126.047,216213,4,6,11
1590,ITZY,달라달라 (DALLA DALLA),0GU5GuJQQEnnREO2FxnVPT,75,1,2,2,371568,69,0.79,0.853,11,-4.564,0,0.0665,0.00116,4.23e-05,0.329,0.713,124.998,199874,4,18,4
1591,FKJ,Risk,2QDFsehUg5Fui2LOVpCw3Q,64,2,11,2,608742,74,0.761,0.359,7,-12.326,1,0.0703,0.957,0.000143,0.147,0.505,103.069,238835,4,4,3
1592,LiSA,Gurenge,23DbzwNJSLo7nkSWjODMvY,74,1,7,3,575816,71,0.545,0.979,4,-2.8,0,0.153,0.00339,0.000118,0.0775,0.309,135.002,238587,4,7,4
1593,Opus Monik,Waves,2Qmg0oyUxivJVhVxbXEZcO,68,1,1,2,129,60,0.0723,0.101,3,-22.677,1,0.0498,0.783,0.895,0.102,0.0319,79.804,200946,3,5,10
1594,Ruel,Real Thing,072PI4U52gO1NasX4Lpv7Z,73,1,8,5,607585,79,0.671,0.586,4,-6.477,0,0.0786,0.133,0.0,0.383,0.478,125.806,192327,4,10,4
1595,Jacquees,"Verify (feat. Young Thug, Gunna)",1aWu9UgVzG5EKeFCP49Spj,67,3,11,5,1404457,79,0.525,0.629,1,-4.707,1,0.106,0.0316,0.0,0.0768,0.284,84.699,163480,4,32,8
1596,Marc E. Bassy,Just My Luck,2QsBAfiNmngcrZsOTznqBG,66,2,9,5,270101,74,0.616,0.62,8,-6.398,1,0.0358,0.231,7.83e-06,0.181,0.367,156.986,186497,4,12,13
1597,D Smoke,Let Migo,64o5zHN3gLrANlEUFJAaI2,69,1,10,3,186376,67,0.713,0.631,5,-6.934,0,0.242,0.118,0.0,0.495,0.257,140.006,155644,4,8,7
1598,Lil Mosey,Never Scared (feat. Trippie Redd),2kjDVrLtHosLRNXtmihIjQ,67,2,11,5,1204505,85,0.742,0.72,9,-7.36,0,0.163,0.194,0.0,0.112,0.826,147.089,182720,4,33,9
1599,Kaskade,With You,1xK7enJZVdv37fnnxoZlPq,72,2,6,5,739291,74,0.362,0.921,1,-3.815,0,0.486,0.123,0.0,0.19,0.529,172.191,180840,3,8,7
1600,Zedd,365,2XWjPtKdi5sucFYtVav07d,77,2,2,4,4879684,86,0.745,0.693,2,-5.479,0,0.034,0.339,0.0,0.123,0.248,98.039,181900,4,3,4
1601,Noah Kahan,Cynic,6IW6mD0OrfYXXkTgdLBQ83,68,1,6,5,165791,76,0.784,0.692,5,-5.634,1,0.0338,0.23,1.14e-06,0.325,0.962,103.007,208493,4,5,10
1602,Dove Cameron,Night Falls,3doNvO8zrwzcM0PJrcn8Rb,71,7,8,5,1948655,75,0.72,0.87,3,-5.155,0,0.142,0.0682,0.0,0.144,0.802,160.039,188218,4,11,12
1603,Monsta X,WHO DO U LOVE?,6YKCEtfZXXyionWJPtT5jb,72,2,6,5,2058091,75,0.782,0.637,10,-5.63,0,0.264,0.28,0.0,0.114,0.389,101.989,189035,4,14,8
1604,The Lumineers,Donna,3ZkleTkBBKIPKJh9jIqT7s,64,1,9,5,3447822,81,0.49,0.247,4,-10.481,1,0.035,0.96,1.78e-05,0.119,0.282,134.121,185973,4,5,13
1605,NCT DREAM,BOOM,6rcn967QN5JtkPOBDwYIuT,75,1,7,5,1348934,71,0.914,0.516,5,-4.178,0,0.0918,0.131,0.0,0.0441,0.702,119.969,195080,4,4,9
1606,Mumford & Sons,Blind Leading The Blind,2WbrVeftLDcSAfQBHxA9P4,65,1,10,3,5435292,80,0.554,0.81,6,-5.791,0,0.0672,0.124,0.0509,0.233,0.23,104.181,224703,4,23,14
1607,Cody Carnes,Run To The Father,1uSGO8Ydq3Kc3B5JYLno8j,66,1,7,5,26222,61,0.491,0.416,0,-6.801,1,0.0289,0.0512,0.0,0.0947,0.0977,136.943,308000,3,17,11
1608,Conan Gray,The Other Side,2mAy8zQhZJICLFUEVGQzbE,68,1,2,5,598090,76,0.602,0.471,5,-10.045,1,0.0406,0.515,3.29e-05,0.222,0.256,107.904,172933,4,14,10
1609,Clare Dunn,Gold To Glitter,3cxO7LSsDe8gwqdzSTxdON,65,1,10,5,29802,60,0.45,0.81,5,-3.149,1,0.0371,0.000495,0.187,0.265,0.686,169.997,230280,4,15,10
1610,Daya,Insomnia,7hzlzoOwCZ4D3Ow5YZK4kj,77,1,3,5,999927,78,0.754,0.653,7,-5.095,1,0.0611,0.0944,0.0,0.383,0.379,123.084,179746,4,8,4
1611,Thomas Rhett,Beer Can’t Fix,7idmHTAQQPUFqdjXkoooXD,65,2,5,5,3039997,80,0.711,0.774,7,-4.068,1,0.0308,0.0317,0.0,0.124,0.939,111.016,209733,4,14,12
1612,Becky G,La Respuesta,2fOjendzUzepHwR9QrVyYF,76,2,4,5,6716709,87,0.757,0.832,4,-3.674,0,0.229,0.127,0.0,0.167,0.53,180.05,182400,4,12,7
1613,LIL MAYO,Be Gone Thot!,3G47RiG2PrvEVo4panDHi9,71,1,8,5,10116,61,0.922,0.451,2,-5.989,1,0.12,0.0142,4.74e-05,0.169,0.457,120.045,73000,4,13,8
1614,Aries,SAYONARA,3h0xzCrYEVVFhhycY7jGBs,68,1,4,4,116018,68,0.548,0.63,5,-6.1,1,0.0343,0.0111,0.000721,0.128,0.338,75.972,180789,4,8,5
1615,Lana Del Rey,The Next Best American Record,7vRfxLcDDwgYW2WTrtEgUV,71,1,8,5,9390530,89,0.387,0.352,2,-9.77,1,0.0353,0.624,3.81e-05,0.112,0.113,107.892,349347,4,29,12
1616,Calvin Harris,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,84,2,1,5,18866373,89,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,4,27,13
1617,BTS,Heartbeat (BTS World Original Soundtrack),5EgYDyMDCi8X0zDydTF7Rb,73,1,6,5,14714305,92,0.437,0.716,5,-4.306,1,0.05,0.39,0.0,0.208,0.307,170.094,253304,4,41,3
1618,John Ocean,Nature,2hNvIVkTOLl86RJ2i3C72n,68,1,5,2,427,62,0.164,0.187,0,-18.687,1,0.0414,0.894,0.964,0.0918,0.0377,73.98,198183,3,6,10
1619,AJR,Dear Winter,4Dd0v2LBhMpqOwhmeU4yBJ,63,1,4,5,1032462,79,0.633,0.217,5,-9.717,1,0.045,0.789,0.0,0.293,0.546,94.13,168126,4,11,3
1620,G-Eazy,West Coast,2O8gSQ9z52tZSLJnuzjkcG,68,2,3,4,4176240,87,0.843,0.806,6,-5.156,1,0.367,0.0729,0.0,0.758,0.821,97.858,139610,4,10,6
1621,Jonas Brothers,Hesitate,7fiFJADUcHwTdYLmnZeLAy,68,1,6,5,3241720,87,0.622,0.485,2,-7.259,1,0.0322,0.227,0.0,0.0889,0.236,118.051,208840,4,8,14
1622,Lil Mosey,Jet To The West,15PpsJUOGyQ7PztBxE3XQs,67,1,11,5,1204505,85,0.708,0.61,6,-8.582,1,0.0441,0.412,0.000171,0.126,0.213,99.992,141307,4,15,9
1623,The Lumineers,It Wasn't Easy To Be Happy For You,2qhfWLkKqWripwiw8DJdGU,64,1,9,5,3447822,81,0.765,0.373,2,-5.321,1,0.0302,0.854,0.0,0.0949,0.379,89.099,214067,4,34,13
1624,Nina Nesbitt,Is It Really Me You're Missing,2lgyZWQSJWmswrLJyM27kB,73,1,2,5,211508,74,0.535,0.297,6,-6.043,1,0.0665,0.653,0.0,0.118,0.0492,147.569,232800,4,30,12
1625,BLACKPINK,Don't Know What To Do,0zYqFyhiTj419q56lNsjk0,71,1,4,5,9715828,82,0.628,0.64,6,-4.164,0,0.049,0.0992,0.0,0.138,0.409,129.815,201081,4,21,9
1626,Young Thug,Big Tipper (feat. Lil Keed),2lcJWXNJUjjL3ycoZrpU2g,66,2,8,5,4578573,93,0.898,0.589,2,-7.841,1,0.27,0.000709,0.0,0.164,0.277,155.005,223173,4,27,10
1627,Mark Ronson,Then There Were Two,3HOwzZCW4jgwls1nX215Ie,67,3,11,1,718215,82,0.657,0.771,0,-4.268,1,0.254,0.265,0.0,0.103,0.793,164.749,152001,4,19,11
1628,Wale,Expectations (feat. 6LACK),3oYod1daHuFMb2Z0FG79OE,66,2,10,5,2284599,79,0.523,0.408,8,-6.637,0,0.28,0.702,0.0,0.107,0.0872,122.159,304000,4,26,4
1629,Ever So Blue,Fragment,3VBPPIu4MGBnMj4SF8sJBJ,72,1,7,5,841,66,0.403,0.0621,6,-28.678,1,0.049,0.995,0.932,0.0999,0.146,135.761,153104,4,8,12
1630,Why Don't We,Mad At You,1paiMpVnmwutk61EXVqG0z,72,1,10,5,1710104,83,0.835,0.65,7,-5.027,1,0.0342,0.0804,0.0,0.127,0.581,109.999,169883,4,10,12
1631,Dreamville,"1993 (with J. Cole, JID, Cozz & EARTHGANG feat. Smino & Buddy)",1KbCc89SxYma4BnBChkJBs,66,7,7,5,169028,78,0.525,0.725,7,-5.318,1,0.629,0.529,0.0,0.598,0.693,175.63,210467,4,62,10
1632,Waterparks,I Miss Having Sex But At Least I Don't Wanna Die Anymore,23IiPlo0XJECBW06GB22O2,68,1,10,5,186054,69,0.614,0.833,8,-4.126,1,0.0641,0.0808,0.0,0.351,0.855,148.136,133352,4,56,10
1633,Meghan Trainor,Wave (feat. Mike Sabath),3Q6fRSTIz9AZLfmTMGNlxG,71,2,9,5,8223536,82,0.586,0.542,5,-6.883,1,0.185,0.0254,2.14e-06,0.131,0.432,125.078,176947,4,24,14
1634,Rod Wave,Heart On Ice - Remix,1K2xWMZP8mgMXAR5SpcLQu,64,2,11,5,125572,76,0.762,0.372,10,-11.26,0,0.174,0.165,0.0,0.139,0.315,79.037,195190,1,20,8
1635,C. Tangana,No Te Debí Besar,1KdwnsWOvhM53vezy5ROuf,84,3,9,4,782150,78,0.672,0.684,9,-5.682,0,0.316,0.125,0.0261,0.183,0.62,75.233,182816,3,16,10
1636,Gaten Matarazzo,Never Ending Story,7r6xGsyES2DTacyP6O585i,73,2,7,5,10710,60,0.438,0.489,0,-11.568,1,0.0465,0.0103,1.22e-05,0.442,0.182,136.077,125480,3,18,15
1637,iann dior,18,0TK2EY9qEOo7n2c1UGUukJ,67,1,5,3,228185,80,0.607,0.462,0,-9.644,1,0.102,0.047,0.0,0.0831,0.585,170.039,127112,4,2,9
1638,GoldLink,Days Like This (feat. Khalid),2qU9ro2FCa4WjFqTg1JFJP,68,2,6,3,559218,77,0.805,0.496,8,-7.294,1,0.103,0.0725,0.016,0.103,0.299,159.917,168933,4,29,8
1639,dvsn,No Cryin (feat. Future),2Ay0Vr9icpICeKkUDbBExd,69,2,10,3,654052,69,0.84,0.63,0,-7.147,1,0.359,0.161,0.0,0.0641,0.656,76.059,204474,4,23,4
1640,Reik,Aleluya,23CsjGOYDQiJpX44BSn9TM,81,2,5,5,3357937,86,0.81,0.716,8,-2.3,1,0.0694,0.0478,0.0,0.0678,0.689,96.029,158480,4,7,4
1641,Lucifer,Noctis,1pCZPa8Vq0Fiez8sMaJrLz,63,1,11,1,15580,54,0.742,0.683,1,-9.328,1,0.034,0.0416,0.00665,0.355,0.458,123.988,222835,4,6,7
1642,Labrinth,Oblivion (feat. Sia),0J5cJXCqptEd74mqEMfrdE,65,2,11,5,979190,83,0.644,0.425,1,-7.381,0,0.0509,0.558,0.0,0.0774,0.308,75.498,253733,4,20,8
1643,Hunter Hayes,Dear God,2eaSDsmv2uhKwFbbPu3uBZ,64,1,8,5,906196,69,0.638,0.69,11,-6.709,1,0.0531,0.0788,0.0,0.184,0.619,120.048,175173,4,8,12
1644,NOTD,I Miss Myself (with HRVY),5YkmS18BehACOhIIeUqe6l,73,2,5,5,88136,76,0.72,0.864,0,-3.249,1,0.208,0.0856,0.0,0.16,0.659,96.048,191612,4,25,4
1645,Flipp Dinero,If I Tell You,0dQO6DOVHvrfl7DQwO97RE,66,1,4,5,443980,73,0.711,0.867,11,-1.981,0,0.32,0.152,0.0,0.0552,0.414,161.966,214564,4,13,12
1646,dvsn,Miss Me?,1uvdw2mMZo4nH85S6Zbf5L,68,1,7,3,654052,69,0.822,0.521,1,-6.347,0,0.102,0.0778,0.000102,0.0945,0.22,76.013,219667,4,8,4
1647,TOMORROW X TOGETHER,CROWN,32h6yQGn4oAhZ0HRsTMX26,73,1,3,1,908852,74,0.622,0.8,5,-5.819,1,0.0425,0.0505,0.0,0.0619,0.58,110.977,230707,4,5,19
1648,Rick Ross,Summer Reign (feat. Summer Walker),14geRrYSRz73sBbtPD4iPQ,66,2,8,4,3586196,86,0.517,0.541,0,-6.844,1,0.235,0.0394,0.0,0.678,0.123,139.076,226480,4,34,9
1649,Midland,Mr. Lonely,6V6Fma9lttQBnIaeHdZ4eC,65,1,8,5,115193,67,0.589,0.878,4,-4.493,1,0.0359,0.0247,1.07e-05,0.285,0.836,149.987,180405,4,10,7
1650,Khalid,Alive,12VqHHz4wvVcnEdSivjLeQ,69,1,4,5,9378271,96,0.386,0.406,11,-10.419,1,0.0425,0.832,0.0597,0.171,0.205,78.616,177413,4,5,6
1651,XXXTENTACION,#PROUDCATOWNERREMIX,5dkZ2DrcPJrqwlRQe6Q35e,67,2,8,2,16375813,93,0.783,0.522,1,-6.229,1,0.39,0.0287,4.13e-05,0.127,0.235,145.127,157293,4,19,12
1652,Blueface,"Thotiana (feat. Cardi B, YG) [Remix]",1JkrD47SDpAbyvqKtolcea,69,3,2,1,1462853,82,0.911,0.721,10,-4.833,0,0.28,0.0364,0.0,0.111,0.69,104.11,297546,4,36,8
1653,Russ,Summer At 7,5iVMvLDFM5UBqq2h1ouHoe,68,1,7,4,2862657,85,0.57,0.713,11,-5.374,1,0.0518,0.755,0.0,0.0897,0.458,89.064,174667,4,11,4
1654,CHUNG HA,Snapping,7JCi89HGiURxFpr6NITY7q,74,1,6,1,611149,71,0.751,0.726,8,-3.499,0,0.038,0.0706,3.42e-06,0.278,0.581,104.914,213164,4,8,8
1655,City Girls,JT First Day Out,0Otdui0avqjOxuCAzC7Jfc,65,1,10,3,565181,77,0.695,0.602,11,-7.178,1,0.396,0.228,0.0,0.67,0.541,94.07,187679,4,16,10
1656,I Prevail,Gasoline,6Q1m1GyNxyOwZ2ud3p7XoS,69,1,3,5,529577,74,0.546,0.945,1,-4.399,1,0.0531,0.000311,0.0,0.724,0.545,135.128,153613,4,8,9
1657,Machine Gun Kelly,FLOOR 13,5WZ4qFbz1x2vELPg8S7vza,67,1,7,5,1736557,83,0.779,0.661,9,-7.175,0,0.0966,0.15,0.0,0.0895,0.306,120.048,194873,4,8,17
1658,MAX,Acid Dreams,3XEdqQtGHAM5huMrs3RaKN,67,2,7,5,361632,77,0.817,0.509,0,-4.17,1,0.0839,0.146,2.53e-05,0.111,0.77,99.988,183930,4,11,3
1659,half•alive,still feel.,48XkVAagIoQHCsOlJtXUd5,68,1,8,5,258143,68,0.779,0.516,10,-6.467,0,0.0521,0.148,0.0,0.0492,0.715,120.026,247787,4,11,10
1660,Social House,Haunt You,5NjVCNaYDFM0gCT1hES4dr,67,1,6,5,92056,78,0.658,0.458,0,-8.738,1,0.0785,0.371,0.0,0.0958,0.29,91.914,198267,4,9,12
1661,Ari Lennox,Up Late,4ZSQS1o7qYAXJa5I37lk5x,66,1,5,2,217077,74,0.7,0.399,3,-6.558,0,0.0461,0.308,0.0128,0.119,0.348,79.551,266934,3,7,10
1662,Marilyn Manson,God's Gonna Cut You Down,0FkcmHJOsWE80rlpzfT0Pq,71,1,10,5,2323761,76,0.504,0.754,8,-5.182,1,0.0424,0.139,0.0,0.126,0.583,82.009,160538,4,24,14
1663,COIN,Crash My Car,6LiDQPlwukZQ0YG8W8FdPg,66,1,6,4,223174,68,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,188307,5,12,4
1664,Ace Hood,We Ball,4QUUmoiuVPfRUrYHfnL5B5,67,1,2,3,1105413,66,0.761,0.426,10,-11.968,0,0.334,0.0692,0.0,0.133,0.141,155.001,200377,4,7,8
1665,node: project,legacy,4EWCM7S4DAtpSJ0BOiM9LK,69,1,4,7,135,55,0.0787,0.0286,0,-27.679,1,0.0469,0.945,0.952,0.112,0.117,185.948,249500,4,6,13
1666,Venom Faun,The Light,5fQDgZlXiwaIxQtL0DvhhJ,68,1,3,1,129,55,0.233,0.103,11,-21.291,1,0.0469,0.828,0.905,0.111,0.0272,62.148,211954,4,9,10
1667,James Arthur,Quite Miss Home - Steve Void Remix,7p4jpmyBnOpqQ3rSGJzZ7w,61,2,11,5,4997596,87,0.716,0.815,10,-4.121,1,0.0533,0.108,0.0,0.163,0.351,124.975,220413,4,34,12
1668,J.I the Prince of N.Y,Need Me,18eCvloVrLmYgm68mE3Jfp,66,1,8,1,27375,64,0.723,0.647,1,-4.546,1,0.237,0.0934,0.0,0.0646,0.636,94.57,155402,4,7,21
1669,Trippie Redd,Throw It Away,4a3ll3Qqy2bl1YhXsZiVQy,66,1,8,5,3691799,91,0.841,0.492,5,-7.051,1,0.227,0.159,7.27e-05,0.0803,0.279,135.032,165773,4,13,12
1670,Kevin Gates,Face Down,02Pi34f82D19t9ayVEhM7M,64,1,9,5,2744616,83,0.717,0.749,9,-5.207,1,0.149,0.12,0.0,0.22,0.574,147.922,158374,4,9,11
1671,Olivia O'Brien,Almost In Love,2BYXQtJVwUU3RXu5IXyYqB,63,1,11,5,828723,79,0.453,0.66,4,-6.305,0,0.0643,0.661,9.34e-06,0.0921,0.357,81.268,205653,4,14,14
1672,Jonas Brothers,Used To Be,2n6red10oCd6YhlEUp6jXy,67,1,6,5,3241720,87,0.71,0.517,1,-6.85,1,0.0448,0.172,0.0,0.0786,0.176,145.946,184987,4,10,14
1673,Fuerza Regida,Aquí Sigo Yo,7BxCvgkMSSJ34C7H8goDk7,67,1,7,4,428293,76,0.786,0.71,9,-3.21,1,0.0372,0.551,0.0,0.14,0.968,114.996,128250,3,12,13
1674,Juice WRLD,HeMotions,6phY2gnvf9WwCiXlLMQOY3,66,1,3,5,6183091,94,0.561,0.76,2,-7.194,1,0.264,0.667,0.0,0.106,0.317,163.938,187211,4,9,10
1675,King Princess,Ain't Together,4aGvs7y4hQIbGss7zmEXKf,69,1,10,5,509960,76,0.714,0.658,0,-5.497,1,0.0315,0.267,0.0,0.176,0.766,81.553,202280,4,14,13
1676,Gryffin,OMG (with Carly Rae Jepsen),2j9YmQRxtjuVwb4XN95oT8,68,2,7,3,384242,81,0.552,0.623,6,-5.766,1,0.0532,0.0122,0.0123,0.106,0.616,177.973,215737,4,27,7
1677,Dalex,Bellaquita - Remix,1Xnn1TPyr5h0hpRAT4B4EA,76,6,11,5,627612,90,0.795,0.715,1,-3.582,1,0.0838,0.141,2.12e-06,0.179,0.758,165.941,304733,4,18,5
1678,The Head and the Heart,Missed Connection,4R9KztunyNTH13KtAqePLp,65,1,5,5,752083,74,0.669,0.789,0,-5.134,1,0.0518,0.0116,4.72e-06,0.387,0.543,87.57,195312,4,17,22
1679,gnash,imagine if,7nDdxPUC5LbxmspeqkOzt8,69,1,1,5,1300524,77,0.907,0.452,8,-6.673,1,0.187,0.568,0.0,0.244,0.691,92.063,197216,4,10,5
1680,Lady Antebellum,Ocean,5G6Nf4Ytk3dzxnhfP2AhKR,63,1,11,5,2705213,76,0.58,0.36,6,-7.93,1,0.0303,0.841,6.15e-06,0.129,0.302,99.194,210113,4,5,15
1681,Moneybagg Yo,Relentless Again,6uWaErhSQM176jluMQCuD7,64,1,5,5,1047039,77,0.491,0.678,0,-4.829,1,0.324,0.0249,0.0,0.459,0.146,86.752,162809,5,16,12
1682,Lil Skies,Real Ties,0Qd2KYCmwGYiTF3A0opS6b,67,1,1,4,3363822,85,0.819,0.616,1,-5.534,1,0.167,0.0599,0.0,0.143,0.524,87.493,142669,4,9,9
1683,Russ,RENT FREE,6GefwzSnQkQoCnWJNs9IZR,70,1,9,5,2862657,85,0.784,0.543,6,-9.769,1,0.272,0.0588,5.32e-05,0.255,0.451,108.982,150200,4,9,4
1684,TOOL,Descending,0aTiUssEOy0Mt69bsavj6K,68,1,8,5,1032672,79,0.33,0.61,10,-9.571,1,0.0493,0.00219,0.769,0.107,0.24,172.677,817832,1,10,4
1685,Parker McCollum,Pretty Heart,6vC90OOjZR165Hw8CpsqEm,63,1,8,5,48530,64,0.562,0.683,7,-4.427,1,0.0296,0.00531,0.0,0.107,0.385,132.003,244798,4,12,15
1686,Train,Mai Tais (feat. Skylar Grey),58e08QJdz9zs7AY2KiiHBt,65,2,11,5,3037155,78,0.6,0.701,11,-6.035,1,0.0606,0.139,1.21e-06,0.12,0.723,163.975,224813,4,28,5
1687,Hitmaka,"Thot Box (Remix) [feat. Young MA, Dreezy, Mulatto, DreamDoll, Chinese Kitty]",1XhNV4snLHYwZVeaUoT0R3,67,6,11,5,2659,59,0.844,0.715,10,-6.427,0,0.303,0.429,0.0,0.0923,0.418,104.95,181109,4,76,7
1688,Londynn B,I Can't Change,4pjfuYz6ljyMNkJO6tbPFh,68,1,10,3,56448,59,0.759,0.534,5,-6.669,0,0.0552,0.171,0.0109,0.113,0.0666,149.969,139835,4,14,9
1689,Berner,El Chivo (feat. T3r Elemento),1t0P9nBKpnrh5MntGd3qw6,67,2,5,7,160096,68,0.53,0.828,7,-6.017,0,0.134,0.215,0.0,0.135,0.471,189.995,275401,4,29,6
1690,ScHoolboy Q,Dangerous (feat. Kid Cudi),0IH3D0P8OrQFs6ajcqbm0R,66,2,4,5,2831329,81,0.414,0.544,5,-9.455,1,0.102,0.636,1.71e-05,0.0813,0.0569,171.867,150613,4,26,11
1691,Noah Kahan,Mess,1BlQWQgGP84r4GYUVty4Ar,69,1,6,5,165791,76,0.442,0.826,10,-5.32,1,0.0775,0.176,0.0,0.0978,0.601,80.845,213320,4,4,10
1692,Stray Kids,Double Knot,7vZseKiQOIuFxxfi84302k,74,1,10,3,1545128,75,0.716,0.814,5,-2.889,0,0.35,0.0486,0.0,0.607,0.575,146.925,189771,4,11,10
1693,Empty Space,Whisperer,07dIxNWwFGWwPrYuMypE2z,67,1,1,4,706,62,0.153,0.165,7,-18.633,0,0.037,0.956,0.827,0.0794,0.0339,135.468,188943,3,9,11
1694,Chris Brown,Come Together (feat. H.E.R.),1IRU2kqvCmmySoB0ywJTmI,69,2,6,5,9943821,93,0.505,0.597,3,-6.21,0,0.0686,0.0725,0.0,0.0954,0.239,82.134,234147,4,28,11
1695,Sabrina Claudio,Truth Is,2AAL4PF8WtOgHKHajUBbwh,68,1,10,5,690462,75,0.645,0.726,4,-3.402,0,0.0691,0.585,0.000451,0.112,0.158,129.908,212010,3,8,15
1696,Flo Milli,In The Party,2JF8KwK1hH7MWxKcFdTlcg,66,1,10,1,21659,61,0.904,0.564,9,-6.323,1,0.295,0.00944,0.0,0.123,0.418,135.06,137362,4,12,9
1697,Jax Jones,Harder (with Bebe Rexha),5RgBnDtHKFHgtVdqabjGE3,80,2,7,5,624180,80,0.906,0.833,5,-3.027,0,0.0729,0.0899,0.0,0.154,0.752,104.017,159760,4,24,9
1698,keshi,right here,2xnNgKhyMl9MxBmRNGnBJP,68,1,9,2,164323,71,0.619,0.445,5,-10.332,1,0.0503,0.378,0.0,0.151,0.35,160.125,194907,4,10,5
1699,Dominic Fike,Açaí Bowl,5M3KOe4FGUidvRDUbFFdFk,67,1,6,5,199461,78,0.687,0.439,2,-8.347,1,0.0426,0.502,0.000367,0.109,0.352,91.972,177400,4,9,12
1700,James Arthur,Breathe,5hrbuCjGxws7txUEr8XDgb,69,1,10,5,4997596,87,0.74,0.452,5,-8.828,1,0.0654,0.67,0.0,0.118,0.636,115.064,199067,4,7,12
1701,Bea Miller,NEVER GONNA LIKE YOU,5lzp3WgXCd94gI7cQaQ9bQ,68,2,9,5,1396186,77,0.666,0.702,5,-1.716,1,0.11,0.146,0.0,0.127,0.417,160.05,206817,4,20,10
1702,Julia Michaels,Hurt Again,3JPXFD2aJ4dHPMnGwo41bO,72,1,6,5,2350227,86,0.826,0.701,4,-4.176,0,0.0495,0.251,1.74e-06,0.0936,0.784,129.977,202320,4,10,14
1703,Matilda Charpie,Crépuscule,4FE9jhuatcOZZYoHdBDN8T,71,1,6,6,169,60,0.217,0.00169,0,-34.121,1,0.0425,0.994,0.912,0.139,0.0599,64.118,245750,4,10,15
1704,SAINt JHN,Trap (feat. Lil Baby),0mnVrUP1TAoO223C0N2NYI,67,2,2,4,194562,77,0.881,0.742,0,-3.736,1,0.0535,0.14,2.49e-06,0.156,0.432,116.997,184782,4,21,9
1705,Rich Brian,Drive Safe,6eDfe957aV4sqGnDhlSikJ,69,1,7,5,1265544,79,0.635,0.312,7,-8.134,1,0.0265,0.635,0.0,0.138,0.414,98.017,240118,4,10,10
1706,Binaural Landscapes,Polar Drone,6SxcRJNPDlwiciVkzxu0oC,68,1,4,1,346,57,0.154,0.046,9,-33.115,0,0.0478,0.921,0.754,0.107,0.0342,76.256,215063,3,11,19
1707,Big Wild,6's to 9's (feat. Rationale),4DAaQ5InUO23d8yNRbB0Yj,65,2,2,5,118761,67,0.714,0.663,8,-5.799,1,0.0694,0.145,0.0,0.264,0.64,95.497,206073,4,28,8
1708,Bon Iver,"Hey, Ma",6YEyNkfWYAFTib8j1eXg1A,70,1,6,1,2475471,79,0.326,0.285,9,-10.972,0,0.0339,0.872,0.000278,0.0968,0.198,143.702,216707,4,7,8
