,popularity,num_artists,release_month,release_weekday,artist_followers,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_len,artist_len,duration
5331,0,1,5,3,157358,66,0.8440000000000001,0.6459999999999999,6,-5.746,1,0.243,0.521,0.0,0.0952,0.684,88.01100000000001,4,9,15,241.679
5332,0,1,11,5,1200524,78,0.863,0.547,9,-7.785,0,0.0492,0.7090000000000001,7.730000000000001e-05,0.09,0.7070000000000001,97.994,4,29,12,210.013
5333,0,1,11,2,107728,69,0.8290000000000001,0.667,1,-6.97,0,0.379,0.0131,1.51e-05,0.121,0.37,155.105,4,13,5,162.638
5334,0,1,11,2,107728,69,0.785,0.764,3,-6.829,0,0.36200000000000004,0.0403,0.0,0.111,0.767,158.313,4,16,5,146.651
5335,1,4,8,5,5281874,86,0.835,0.662,4,-5.934,0,0.0779,0.0148,1.9600000000000002e-05,0.11599999999999999,0.56,94.20700000000001,4,63,10,233.84900000000002
5336,0,1,11,5,578304,68,0.7090000000000001,0.462,6,-6.379,1,0.0338,0.335,1.4800000000000002e-05,0.11599999999999999,0.496,99.99600000000001,4,10,13,219.573
5337,1,1,9,5,2085,55,0.461,0.0522,8,-27.953000000000003,0,0.0602,0.996,0.9420000000000001,0.0973,0.23600000000000002,66.845,3,17,17,206.0
5338,1,1,4,5,53,52,0.42,0.111,7,-20.213,1,0.068,0.9940000000000001,0.951,0.11599999999999999,0.31,78.515,1,7,17,258.802
5339,1,1,7,5,971318,73,0.66,0.857,2,-5.218999999999999,1,0.321,0.16699999999999998,1.36e-05,0.11900000000000001,0.233,130.069,4,13,6,225.16
5340,0,1,5,5,1958096,86,0.769,0.513,6,-5.074,0,0.563,0.335,0.0,0.38299999999999995,0.519,87.98100000000001,4,26,2,227.907
5341,0,1,4,5,6772,52,0.519,0.7120000000000001,6,-8.347000000000001,1,0.0303,0.0176,0.0,0.0722,0.374,142.97299999999998,4,16,13,205.501
5342,0,1,11,2,107728,69,0.74,0.626,5,-7.135,0,0.389,0.10300000000000001,0.0,0.106,0.588,90.654,4,12,5,155.66400000000002
5343,0,1,10,5,1670362,80,0.595,0.836,9,-6.622000000000001,1,0.0398,0.00689,4.39e-06,0.34,0.441,116.0,4,13,16,247.787
5344,0,1,9,5,805482,74,0.737,0.703,6,-4.329,0,0.11699999999999999,0.804,0.0015300000000000001,0.2,0.603,83.036,4,8,9,176.367
5345,0,2,6,5,158451,69,0.617,0.5579999999999999,10,-7.046,0,0.0431,0.184,1.03e-06,0.0911,0.4,147.93200000000002,4,4,12,217.296
5346,0,1,9,5,12114,53,0.542,0.629,7,-7.617000000000001,1,0.0344,0.341,0.0,0.0684,0.73,87.899,4,12,11,172.198
5347,1,1,3,1,908852,74,0.7390000000000001,0.5710000000000001,7,-5.537000000000001,1,0.0323,0.0028,0.0,0.165,0.24600000000000002,107.98,4,10,19,210.28
5348,1,1,9,4,1045,50,0.441,0.0259,0,-27.734,1,0.032,0.988,0.932,0.10400000000000001,0.0397,84.02,4,9,11,252.155
5349,1,1,8,5,159,60,0.445,0.0585,4,-23.075,0,0.0532,0.992,0.924,0.0952,0.33299999999999996,73.242,5,6,11,107.78
5350,0,4,9,5,38691,62,0.7070000000000001,0.6629999999999999,2,-7.547999999999999,0,0.0908,0.276,0.00038700000000000003,0.693,0.7120000000000001,94.965,4,8,14,249.454
5351,0,1,11,5,282431,69,0.762,0.784,10,-5.415,0,0.0483,0.0961,0.000129,0.122,0.39899999999999997,121.96600000000001,4,8,16,132.0
5352,0,2,11,3,47313,59,0.7979999999999999,0.662,11,-5.546,0,0.242,0.0956,0.0,0.0798,0.542,76.969,4,11,6,165.163
5353,1,1,9,3,438752,66,0.52,0.248,5,-8.675,1,0.0355,0.91,1.35e-06,0.11800000000000001,0.228,129.205,4,52,4,290.096
5354,0,3,10,4,384242,81,0.251,0.6729999999999999,3,-5.3420000000000005,1,0.076,0.0782,0.0,0.0844,0.262,89.973,4,48,7,199.919
